,Job Title,Location,Job Type,Company,Salary,Monthly Salary,Posting Date,Expiry Date,Ad Duration (Days),Days before expiry,Link
323,Senior Projects Programme Manager (SAP) at Datafin Recruitment,"Cape Town, Western Cape",Contract Senior position,Datafin,R Undisclosed,,08 Dec 2022,05 Jan 2023,28,26,https://www.careerjunction.co.za/senior-projects-programme-manager-sap-at-datafin-recruitment-job-2495669.aspx
324,Sales Manager,"Vredenberg, Western Cape",Permanent Management position,Jackie Cory Recruitment,"R25,000 per month",25000.0,08 Dec 2022,11 Jan 2023,34,32,https://www.careerjunction.co.za/sales-manager-job-2495650.aspx
325,Investment Manager at Business Partners,"Port Elizabeth, Eastern Cape",Permanent Specialist position,Business Partners,R Undisclosed,,07 Dec 2022,15 Dec 2022,8,5,https://www.careerjunction.co.za/investment-manager-at-business-partners-job-2492295.aspx
326,Customer Relation Manager,"Emalahleni, Mpumalanga",Permanent Senior position,Red Ember Recruitment,"R22,000 - R38,000 per month",22000.0,04 Dec 2022,29 Dec 2022,25,19,https://www.careerjunction.co.za/customer-relation-manager-job-2494037.aspx
327,Group Manager Organisational Design Development and Rewards,"Kempton Park, Gauteng",Permanent Management position,T and T Academy,"R166,700 - R191,700 per month",166700.0,04 Dec 2022,29 Dec 2022,25,19,https://www.careerjunction.co.za/group-manager-organisational-design-development-and-rewards-job-2494024.aspx
328,Commercial Legal Manager,"Roodepoort, Gauteng",Permanent Intermediate position,Rensearch Placements,"R50,000 - R60,000 per month",50000.0,04 Dec 2022,11 Dec 2022,7,1,https://www.careerjunction.co.za/commercial-legal-manager-job-2491490.aspx
329,Senior Change Manager,"Pretoria CBD, Gauteng",Contract Senior position,Tipp Focus,R Undisclosed,,08 Dec 2022,11 Jan 2023,34,32,https://www.careerjunction.co.za/senior-change-manager-job-2495684.aspx
330,Junior Service Delivery Manager,"Johannesburg, Gauteng",Permanent Intermediate position,Boardroom Appointments,R Undisclosed,,05 Dec 2022,03 Jan 2023,29,24,https://www.careerjunction.co.za/junior-service-delivery-manager-job-2495305.aspx
331,Senior HR Manager at TOA Global,"Century City, Western Cape",Permanent Management position,TOA Global,Undisclosed,,07 Dec 2022,02 Jan 2023,26,23,https://www.careerjunction.co.za/senior-hr-manager-at-toa-global-job-2494414.aspx
332,Junior Financial Manager,"East Rand, Gauteng",Permanent Intermediate position,,R Undisclosed,,08 Dec 2022,02 Jan 2023,25,23,https://www.careerjunction.co.za/junior-financial-manager-job-2494566.aspx
333,Marketing Project Manager,"Edenvale, Gauteng",Permanent Management position,Progressive International,Undisclosed,,08 Dec 2022,02 Jan 2023,25,23,https://www.careerjunction.co.za/marketing-project-manager-job-2494519.aspx
334,Change Manager,"Randburg, Gauteng",Contract Senior position,GoldenRule,R Undisclosed,,08 Dec 2022,02 Jan 2023,25,23,https://www.careerjunction.co.za/change-manager-job-2494513.aspx
335,HR Operations Manager at Michael Page South Africa Limited,"Johannesburg Region, Gauteng",Permanent Management position,Michael Page International,R Undisclosed,,08 Dec 2022,11 Dec 2022,3,1,https://www.careerjunction.co.za/hr-operations-manager-at-michael-page-south-africa-limited-job-2492213.aspx
336,Business Development Manager: Lenovo ISG at Mustek Limited,"Midrand, Gauteng",Permanent Specialist EE position,Mustek Limited,Undisclosed,,03 Dec 2022,28 Dec 2022,25,18,https://www.careerjunction.co.za/business-development-manager-lenovo-isg-at-mustek-limited-job-2493981.aspx
337,Gaming Manager,"Port Elizabeth, Eastern Cape",Permanent Management position,MPC Recruitment (MPC Recruitment),Undisclosed,,03 Dec 2022,20 Dec 2022,17,10,https://www.careerjunction.co.za/gaming-manager-job-2492870.aspx
338,Production Manager at Westfalia Fruit Estates (Pty) Ltd,"Modjadjiskloof (Duiwelskloof), Limpopo",Permanent Intermediate position,Westfalia Fruit,R Undisclosed,,07 Dec 2022,15 Dec 2022,8,5,https://www.careerjunction.co.za/production-manager-at-westfalia-fruit-estates-pty-ltd-job-2492208.aspx
339,Provincial PR Manager - Gauteng at O'Brien Recruitment,"Johannesburg Region, Gauteng",Permanent Intermediate EE position,O'Brien Recruitment,R Undisclosed,,03 Dec 2022,16 Dec 2022,13,6,https://www.careerjunction.co.za/provincial-pr-manager-gauteng-at-o-brien-recruitment-job-2492860.aspx
340,Front Office Manager at Village & Life,"Camps Bay, Western Cape",Permanent Intermediate position,Career Custodians,"R17,000 per month",17000.0,09 Dec 2022,26 Dec 2022,17,16,https://www.careerjunction.co.za/front-office-manager-at-village-%26-life-job-2493542.aspx
341,DIVISIONAL MANAGER APPLICATIONS MANAGEMENT,"Durban (Durban CBD), KwaZulu-Natal",Permanent Management EE position,M-Ploy Global Resourcing,"R106,100 per month",106100.0,03 Dec 2022,20 Dec 2022,17,10,https://www.careerjunction.co.za/divisional-manager-applications-management-job-2492880.aspx
342,Product Portfolio Manager,"Cape Town Region, Western Cape",Permanent Senior position,Resourgenix,R Undisclosed,,03 Dec 2022,20 Dec 2022,17,10,https://www.careerjunction.co.za/product-portfolio-manager-job-2492810.aspx
343,Transformation Manager at Momentum,"Centurion, Gauteng",Permanent Management position,Momentum Metropolitan,Undisclosed,,03 Dec 2022,28 Dec 2022,25,18,https://www.careerjunction.co.za/transformation-manager-at-momentum-job-2493974.aspx
344,Customer Service Centre Manager (Export) at PFG,"Springs, Gauteng",Permanent Senior position,PG Group,Undisclosed,,03 Dec 2022,28 Dec 2022,25,18,https://www.careerjunction.co.za/customer-service-centre-manager-export-at-pfg-job-2493863.aspx
345,General Manager,"North West, South Africa",Permanent Senior position,Mass Staffing Projects,"R158,300 - R183,300 per month",158300.0,03 Dec 2022,11 Dec 2022,8,1,https://www.careerjunction.co.za/general-manager-job-2491377.aspx
346,Logistics Manager at Headhunters,"Eastern Cape, South Africa",Permanent Intermediate position,Headhunters (Head Office),R Undisclosed,,03 Dec 2022,25 Dec 2022,22,15,https://www.careerjunction.co.za/logistics-manager-at-headhunters-job-2494013.aspx
347,Senior Manager - Deposits & Savings Products at Sasfin Bank,"Sandown, Gauteng",Permanent Management position,Sasfin Holdings Limited,Undisclosed,,07 Dec 2022,01 Jan 2023,25,22,https://www.careerjunction.co.za/senior-manager-deposits-%26-savings-products-at-sasfin-bank-job-2494377.aspx
348,Product Manager Banking,"Durban (Durban CBD), KwaZulu-Natal",Permanent Management position,Affirmative Portfolios,Undisclosed,,05 Dec 2022,22 Dec 2022,17,12,https://www.careerjunction.co.za/product-manager-banking-job-2493187.aspx
349,Senior Communications Manager at Health Sector Organisation working in Africa,"Mowbray, Western Cape",Permanent Senior position,Anchor Executive Recruitment (PTY) LTD,Undisclosed,,03 Dec 2022,20 Dec 2022,17,10,https://www.careerjunction.co.za/senior-communications-manager-at-health-sector-organisation-working-in-africa-job-2492820.aspx
350,Storeroom Manager,"Polokwane (Pietersburg Central), Limpopo",Permanent Intermediate position,Intellistaff Outsourced Services,R Undisclosed,,03 Dec 2022,15 Dec 2022,12,5,https://www.careerjunction.co.za/storeroom-manager-job-2492800.aspx
351,Villa Manager,"Cape Town, Western Cape",Permanent Management position,Intellistaff Outsourced Services,R Undisclosed,,03 Dec 2022,15 Dec 2022,12,5,https://www.careerjunction.co.za/villa-manager-job-2492805.aspx
352,Project Manager IT at 2Cana Solutions,"Umhlanga Ridge, KwaZulu-Natal
 / Work From Home",Permanent Intermediate EE position,2Cana Solutions,Undisclosed,,09 Dec 2022,25 Dec 2022,16,15,https://www.careerjunction.co.za/project-manager-it-at-2cana-solutions-job-2493415.aspx
353,Branch Manager - Permanent Technical Recruitment at Humres Technical Recruitment,"Umhlanga, KwaZulu-Natal",Permanent Senior position,,"R30,000 - R50,000 per month",30000.0,07 Dec 2022,02 Jan 2023,26,23,https://www.careerjunction.co.za/branch-manager-permanent-technical-recruitment-at-humres-technical-recruitment-job-2494501.aspx
354,Infrastructure Manager,"Johannesburg, Gauteng",Permanent Senior position,Boardroom Appointments,R Undisclosed,,05 Dec 2022,03 Jan 2023,29,24,https://www.careerjunction.co.za/infrastructure-manager-job-2495185.aspx
355,Sales Manager at Old Mutual,"Newcastle (Newcastle CBD), KwaZulu-Natal",Permanent Management EE position,Old Mutual (MFC),"R20,000 - R30,000 per month",20000.0,07 Dec 2022,01 Jan 2023,25,22,https://www.careerjunction.co.za/sales-manager-at-old-mutual-job-2494347.aspx
356,Project Manager (12 Mnths) Dr/Nurse/MBBCh/BCMP WHC at AJ Personnel,"Mpumalanga, South Africa",Contract Junior position,AJ Personnel,R Undisclosed,,09 Dec 2022,31 Dec 2022,22,21,https://www.careerjunction.co.za/project-manager-12-mnths-dr-nurse-mbbch-bcmp-whc-at-aj-personnel-job-2494828.aspx
357,Technical Account Manager at Parvana Recruitment,"Cape Town, Western Cape",Permanent Senior position,Parvana Strategic Sourcing,R Undisclosed,,05 Dec 2022,02 Jan 2023,28,23,https://www.careerjunction.co.za/technical-account-manager-at-parvana-recruitment-job-2495160.aspx
358,Business Development Manager,"Johannesburg, Gauteng
 / Work From Home",Permanent Intermediate position,The Talent Experts,Undisclosed,,03 Dec 2022,11 Dec 2022,8,1,https://www.careerjunction.co.za/business-development-manager-job-2491374.aspx
359,Original Parts Quality Manager LWQMP11P at Mediro ICT,"Pretoria Region, Gauteng",Contract Senior position,Mediro Application Consulting,R Undisclosed,,07 Dec 2022,29 Dec 2022,22,19,https://www.careerjunction.co.za/original-parts-quality-manager-lwqmp11p-at-mediro-ict-job-2494459.aspx
360,Store Manager at Woolworths,"Vredenburg (Vredenberg), Western Cape",Permanent Management position,Woolworths Pty (Ltd),Undisclosed,,09 Dec 2022,25 Dec 2022,16,15,https://www.careerjunction.co.za/store-manager-at-woolworths-job-2493323.aspx
361,Quality Assurance Manager/Controller,"Bellville, Western Cape",Permanent Senior position,The Talent Experts,"R45,000 per month",45000.0,07 Dec 2022,02 Jan 2023,26,23,https://www.careerjunction.co.za/quality-assurance-manager-controller-job-2494502.aspx
362,Property Portfolio Manager at O'Brien Recruitment,"Cape Town Region, Western Cape",Permanent Senior position,O'Brien Recruitment,R Undisclosed,,03 Dec 2022,15 Dec 2022,12,5,https://www.careerjunction.co.za/property-portfolio-manager-at-o-brien-recruitment-job-2492702.aspx
363,National Internal Audit Manager,"Cape Town, Western Cape",Permanent Intermediate position,The Recruitment People,R Undisclosed,,03 Dec 2022,22 Dec 2022,19,12,https://www.careerjunction.co.za/national-internal-audit-manager-job-2493947.aspx
364,Regional Manager,"Middelburg, Mpumalanga",Permanent Senior position,Hewitt Colenbrander Recruitment,R Undisclosed,,03 Dec 2022,14 Dec 2022,11,4,https://www.careerjunction.co.za/regional-manager-job-2492614.aspx
365,Country Manager (Technical),"Johannesburg, Gauteng",Permanent Management position,Staff Solutions,R Undisclosed,,03 Dec 2022,14 Dec 2022,11,4,https://www.careerjunction.co.za/country-manager-technical-job-2492669.aspx
366,Technical Sales Manager - Manufacturing (steel) - Vereeniging,"Vereeniging NU, Gauteng",Permanent Specialist EE position,Kwena Human Capital,Undisclosed,,03 Dec 2022,28 Dec 2022,25,18,https://www.careerjunction.co.za/technical-sales-manager-manufacturing-steel-vereeniging-job-2493969.aspx
367,Construction Manager,"Winelands, Western Cape",Permanent Management position,Lotus Recruitment,Undisclosed,,03 Dec 2022,19 Dec 2022,16,9,https://www.careerjunction.co.za/construction-manager-job-2492726.aspx
368,"Engineering Manager, Development  (Mining - PREng registered)  at Ntice Search","Lephalale, Limpopo",Permanent Management position,Ntice Sourcing Solutions,R Undisclosed,,07 Dec 2022,04 Jan 2023,28,25,https://www.careerjunction.co.za/engineering-manager-development-mining-preng-registered-at-ntice-search-job-2495622.aspx
369,Business Development Manager - SADC at Michael Page South Africa Limited,"Gauteng, South Africa",Permanent Management position,Michael Page International,R Undisclosed,,03 Dec 2022,15 Dec 2022,12,5,https://www.careerjunction.co.za/business-development-manager-sadc-at-michael-page-south-africa-limited-job-2492647.aspx
370,Plant Financial Manager,"Midrand, Gauteng",Permanent Intermediate position,The Recruitment People,R Undisclosed,,07 Dec 2022,05 Jan 2023,29,26,https://www.careerjunction.co.za/plant-financial-manager-job-2495629.aspx
371,Restaurant General Manager,"Johannesburg, Gauteng",Permanent Intermediate position,OTTOBAUTHENTIC (PTY) LTD,"R10,000 - R18,000 per month",10000.0,03 Dec 2022,19 Dec 2022,16,9,https://www.careerjunction.co.za/restaurant-general-manager-job-2492692.aspx
372,Group Gaming Manager,"Gqebera, Eastern Cape",Permanent Management position,Jackie Cory Recruitment,Undisclosed,,03 Dec 2022,19 Dec 2022,16,9,https://www.careerjunction.co.za/group-gaming-manager-job-2492593.aspx
373,National Business Development Manager at Top Vitae,"Eastern Cape, South Africa",Permanent Senior position,Top Vitae Recruitment,R Undisclosed,,03 Dec 2022,15 Dec 2022,12,5,https://www.careerjunction.co.za/national-business-development-manager-at-top-vitae-job-2492712.aspx
374,BI Manager,"Johannesburg North (Johannesburg North), Gauteng",Contract Senior position,Psybergate Pty Ltd,R Undisclosed,,03 Dec 2022,14 Dec 2022,11,4,https://www.careerjunction.co.za/bi-manager-job-2492643.aspx
375,Warehouse Manager,"Johannesburg, Gauteng",Permanent Management position,,"R35,000 - R45,000 per month",35000.0,07 Dec 2022,15 Dec 2022,8,5,https://www.careerjunction.co.za/warehouse-manager-job-2492174.aspx
376,Senior/Advanced Project Manager- Civil,"Johannesburg, Gauteng",Permanent Senior position,Boardroom Appointments,R Undisclosed,,07 Dec 2022,05 Jan 2023,29,26,https://www.careerjunction.co.za/senior-advanced-project-manager-civil-job-2495621.aspx
377,Key Accounts Manager at Imperial,"Stikland Industrial, Western Cape",Permanent Management EE position,Imperial Logistics,"R50,000 - R66,700 per month",50000.0,02 Dec 2022,19 Dec 2022,17,9,https://www.careerjunction.co.za/key-accounts-manager-at-imperial-job-2492676.aspx
378,Financial Manager,"Johannesburg, Gauteng",Permanent Intermediate position,Swift Human Resources,R Undisclosed,,07 Dec 2022,05 Jan 2023,29,26,https://www.careerjunction.co.za/financial-manager-job-2495586.aspx
379,Account Manager,"Johannesburg, Gauteng",Permanent Intermediate position,Boardroom Appointments,R Undisclosed,,05 Dec 2022,25 Dec 2022,20,15,https://www.careerjunction.co.za/account-manager-job-2494141.aspx
380,Area Sales Manager,"Cape Town CBD, Western Cape",Permanent Senior position,,Undisclosed,,02 Dec 2022,05 Jan 2023,34,26,https://www.careerjunction.co.za/area-sales-manager-job-2495053.aspx
381,Area Sales Manager at African Sales Company,"Midrand, Gauteng",Permanent Senior position,,Undisclosed,,02 Dec 2022,05 Jan 2023,34,26,https://www.careerjunction.co.za/area-sales-manager-at-african-sales-company-job-2495052.aspx
382,General Manager Marketing,"Midrand, Gauteng",Permanent Management position,,Undisclosed,,02 Dec 2022,05 Jan 2023,34,26,https://www.careerjunction.co.za/general-manager-marketing-job-2495054.aspx
383,Senior Finance and Risk Manager CA(SA),"Johannesburg, Gauteng",Permanent Executive position,BigTalent,"R108,300 - R133,300 per month",108300.0,07 Dec 2022,10 Jan 2023,34,31,https://www.careerjunction.co.za/senior-finance-and-risk-manager-casa-job-2495581.aspx
384,Project Manager for Interior Design Firm based in Cape Town,"Cape Town CBD, Western Cape",Permanent Intermediate position,Redline Recruitment,"R20,000 - R30,000 per month",20000.0,09 Dec 2022,12 Jan 2023,34,33,https://www.careerjunction.co.za/project-manager-for-interior-design-firm-based-in-cape-town-job-2495828.aspx
385,Front Office Manager (Live In),"Bela-Bela, Limpopo",Permanent Senior EE position,ProApp HR Solutions,Undisclosed,,09 Dec 2022,03 Jan 2023,25,24,https://www.careerjunction.co.za/front-office-manager-live-in-job-2494646.aspx
386,F&B Manager (EE) at Drake International,"Eastern Cape, South Africa",Permanent Senior position,Drake International South Africa,"R17,000 per month",17000.0,03 Dec 2022,24 Dec 2022,21,14,https://www.careerjunction.co.za/f%26b-manager-ee-at-drake-international-job-2493958.aspx
387,Regional Sales Manager,"Johannesburg Region, Gauteng",Permanent Intermediate EE position,Bristow Talent & Associates,R Undisclosed,,03 Dec 2022,19 Dec 2022,16,9,https://www.careerjunction.co.za/regional-sales-manager-job-2492707.aspx
388,Retail Store Manager at Headhunters,"Pretoria Region, Gauteng",Permanent Intermediate position,Headhunters (Head Office),R Undisclosed,,09 Dec 2022,30 Dec 2022,21,20,https://www.careerjunction.co.za/retail-store-manager-at-headhunters-job-2494678.aspx
389,Programme Manager,"Bryanston, Gauteng",Permanent Senior position,Tipp Focus,R Undisclosed,,07 Dec 2022,10 Jan 2023,34,31,https://www.careerjunction.co.za/programme-manager-job-2495553.aspx
390,Business Branch Manager at VT International,"Pretoria Region, Gauteng",Permanent Intermediate position,,R Undisclosed,,06 Dec 2022,14 Dec 2022,8,4,https://www.careerjunction.co.za/business-branch-manager-at-vt-international-job-2492016.aspx
391,Change Manager,"Johannesburg, Gauteng",Permanent Intermediate position,Boardroom Appointments,R Undisclosed,,07 Dec 2022,27 Dec 2022,20,17,https://www.careerjunction.co.za/change-manager-job-2494354.aspx
392,Financial Manager (Property),"Sandton, Gauteng",Permanent Management position,Ability Recruitment Group (Pty) Ltd,R Undisclosed,,07 Dec 2022,11 Dec 2022,4,1,https://www.careerjunction.co.za/financial-manager-property-job-2494351.aspx
393,Infrastructure Project Manager (Remote),"Johannesburg North (Johannesburg North), Gauteng",Contract Senior position,Recru-it,R Undisclosed,,09 Dec 2022,19 Dec 2022,10,9,https://www.careerjunction.co.za/infrastructure-project-manager-remote-job-2493388.aspx
394,Project Manager Shopfitting,"Midrand, Gauteng",Permanent Management position,Redline Recruitment,"R30,000 - R45,000 per month",30000.0,09 Dec 2022,25 Dec 2022,16,15,https://www.careerjunction.co.za/project-manager-shopfitting-job-2493428.aspx
395,Product Manager: Asus (Midrand) at Mustek Limited,"Midrand, Gauteng",Permanent Senior EE position,Mustek Limited,Undisclosed,,04 Dec 2022,20 Dec 2022,16,10,https://www.careerjunction.co.za/product-manager-asus-midrand-at-mustek-limited-job-2492861.aspx
396,Refrigeration Contracts Manager,"Johannesburg South, Gauteng",Permanent Intermediate position,The Recruitment Link,"R50,000 - R52,000 per month",50000.0,07 Dec 2022,10 Jan 2023,34,31,https://www.careerjunction.co.za/refrigeration-contracts-manager-job-2495576.aspx
397,HR Manager,"Kempton Park, Gauteng",Permanent Management position,Tiger Personnel Management,"R45,800 - R62,500 per month",45800.0,07 Dec 2022,14 Dec 2022,7,4,https://www.careerjunction.co.za/hr-manager-job-2492079.aspx
398,Change Manager,"Johannesburg, Gauteng",Permanent Intermediate position,Boardroom Appointments,R Undisclosed,,07 Dec 2022,27 Dec 2022,20,17,https://www.careerjunction.co.za/change-manager-job-2494371.aspx
399,Production Manager at SFG Engineering Services PTY LTD,"Paarden Eiland, Western Cape",Permanent Senior position,SFG Engineering Services,Undisclosed,,07 Dec 2022,10 Jan 2023,34,31,https://www.careerjunction.co.za/production-manager-at-sfg-engineering-services-pty-ltd-job-2495520.aspx
400,Mechanical - Industrial Site Operations Manager at Ntice Search,"Gauteng, South Africa",Permanent Management position,Ntice Sourcing Solutions,R Undisclosed,,07 Dec 2022,17 Dec 2022,10,7,https://www.careerjunction.co.za/mechanical-industrial-site-operations-manager-at-ntice-search-job-2493286.aspx
401,Admin Manager at Westfalia Fruit Estates (Pty) Ltd,"Modjadjiskloof (Duiwelskloof), Limpopo",Permanent Intermediate position,Westfalia Fruit,R Undisclosed,,02 Dec 2022,18 Dec 2022,16,8,https://www.careerjunction.co.za/admin-manager-at-westfalia-fruit-estates-pty-ltd-job-2492464.aspx
402,Fabrication Manager,"East Rand, Gauteng",Permanent Senior position,Taylored Appointments,"R41,700 - R48,300 per month",41700.0,02 Dec 2022,19 Dec 2022,17,9,https://www.careerjunction.co.za/fabrication-manager-job-2492687.aspx
403,Project Manager - Structured Products Solutions Implementation,"Johannesburg, Gauteng",Permanent Intermediate position,Boardroom Appointments,R Undisclosed,,07 Dec 2022,05 Jan 2023,29,26,https://www.careerjunction.co.za/project-manager-structured-products-solutions-implementation-job-2495487.aspx
404,Project Manager (Marketing and Communications Book of Work ),"Johannesburg, Gauteng",Permanent Intermediate position,Boardroom Appointments,R Undisclosed,,07 Dec 2022,05 Jan 2023,29,26,https://www.careerjunction.co.za/project-manager-marketing-and-communications-book-of-work-job-2495485.aspx
405,Wealth Manager,"Port Elizabeth, Eastern Cape",Permanent Management EE position,Kwena Human Capital,Undisclosed,,02 Dec 2022,28 Dec 2022,26,18,https://www.careerjunction.co.za/wealth-manager-job-2493865.aspx
406,LEARNING AND DEVELOPMENT MANAGER at Healthcare,"Sunninghill, Gauteng",Permanent Senior position,Che Leigh Personnel Consultants,R Undisclosed,,02 Dec 2022,19 Dec 2022,17,9,https://www.careerjunction.co.za/learning-and-development-manager-at-healthcare-job-2492635.aspx
407,Finance Manager,"Illovo, Gauteng",Contract Management position,,"R70,000 per month",70000.0,07 Dec 2022,10 Jan 2023,34,31,https://www.careerjunction.co.za/finance-manager-job-2495504.aspx
408,warehouse manager,Mozambique,Permanent Management position,Progressive International,Undisclosed,,07 Dec 2022,01 Jan 2023,25,22,https://www.careerjunction.co.za/warehouse-manager-job-2494319.aspx
409,Gaming Group Manager at Headhunters,"Eastern Cape, South Africa",Permanent Senior EE position,Headhunters (Head Office),R Undisclosed,,02 Dec 2022,15 Dec 2022,13,5,https://www.careerjunction.co.za/gaming-group-manager-at-headhunters-job-2492629.aspx
410,General Manager Sales at IT Qualify,"United Kingdom
 / Work From Home",Casual / Part Time Executive position,IT Qualify,"R8,000 - R12,000 per month",8000.0,06 Dec 2022,09 Jan 2023,34,30,https://www.careerjunction.co.za/general-manager-sales-at-it-qualify-job-2495431.aspx
411,General Manager   (Motor Dealership) at Headhunters,"Eastern Cape, South Africa",Permanent Intermediate position,Headhunters (Head Office),R Undisclosed,,02 Dec 2022,01 Jan 2023,30,22,https://www.careerjunction.co.za/general-manager-motor-dealership-at-headhunters-job-2495055.aspx
412,Customer Success Manager / Data Preparer (CH860) at Capital H Staffing and Advisory Solutions,"Winelands, Western Cape",Permanent Intermediate position,Capital H Staffing,R Undisclosed,,02 Dec 2022,01 Jan 2023,30,22,https://www.careerjunction.co.za/customer-success-manager-data-preparer-ch860-at-capital-h-staffing-and-advisory-solutions-job-2495039.aspx
413,Data Manager (Wits CHRU)  at AJ Personnel,"Johannesburg Region, Gauteng",Permanent Intermediate position,AJ Personnel,R Undisclosed,,02 Dec 2022,15 Dec 2022,13,5,https://www.careerjunction.co.za/data-manager-wits-chru-at-aj-personnel-job-2492646.aspx
414,Test Manager,"Cape Town, Western Cape",Permanent Senior position,iOCO Digital Talent,"R65,000 - R80,000 per month",65000.0,02 Dec 2022,31 Dec 2022,29,21,https://www.careerjunction.co.za/test-manager-job-2495040.aspx
415,Key Accounts Manager - Flexible Packaging,"Sandton, Gauteng",Permanent Intermediate position,Talentsphere,R Undisclosed,,02 Dec 2022,31 Dec 2022,29,21,https://www.careerjunction.co.za/key-accounts-manager-flexible-packaging-job-2495051.aspx
416,Unit Manager CCU/ Cardiac & Vascular High Care,"Port Elizabeth, Eastern Cape",Permanent Intermediate position,Mass Staffing Projects,"R25,000 - R41,700 per month",25000.0,02 Dec 2022,19 Dec 2022,17,9,https://www.careerjunction.co.za/unit-manager-ccu-cardiac-%26-vascular-high-care-job-2492609.aspx
417,Implementation and Consulting Manager,"Sandton, Gauteng",Permanent Management position,T and T Academy,"R45,000 - R60,000 per month",45000.0,02 Dec 2022,05 Jan 2023,34,26,https://www.careerjunction.co.za/implementation-and-consulting-manager-job-2479840.aspx
418,Product Manager VMware and Nutanix,"Gauteng, South Africa",Permanent Junior position,Hi-Tech Cape Town,R25 - R35 per month,25.0,04 Dec 2022,15 Dec 2022,11,5,https://www.careerjunction.co.za/product-manager-vmware-and-nutanix-job-2492943.aspx
419,Area Manager at Old Mutual,"Queenstown, Eastern Cape",Permanent Management position,Old Mutual (MFC),Undisclosed,,06 Dec 2022,22 Dec 2022,16,12,https://www.careerjunction.co.za/area-manager-at-old-mutual-job-2493143.aspx
420,Unit Manager (ICU) Jhb,"Johannesburg Region, Gauteng",Permanent Management position,MVG Recruitment Specialists,Undisclosed,,02 Dec 2022,05 Jan 2023,34,26,https://www.careerjunction.co.za/unit-manager-icu-jhb-job-2494988.aspx
421,Outbound Manager: Night at RCL FOODS Careers,"KwaZulu-Natal, South Africa",Permanent position,RCL Foods,Undisclosed,,01 Dec 2022,04 Jan 2023,34,25,https://www.careerjunction.co.za/outbound-manager-night-at-rcl-foods-careers-job-2494939.aspx
422,Programme Manager at NRF National Research Foundation,"Observatory, Western Cape",Permanent Management EE position,National Research Foundation,R Undisclosed,,06 Dec 2022,26 Dec 2022,20,16,https://www.careerjunction.co.za/programme-manager-at-nrf-national-research-foundation-job-2495339.aspx
423,Group Manager - Organisational Design-Development and Rewards,"Kempton Park, Gauteng",Permanent Executive position,T and T Academy,"R100,000 - R183,300 per month",100000.0,02 Dec 2022,27 Dec 2022,25,17,https://www.careerjunction.co.za/group-manager-organisational-design-development-and-rewards-job-2493751.aspx
424,Country Manager (Strategic Sales/ Operations - Fin at O'Brien Recruitment,"Cape Town Region, Western Cape",Permanent Senior position,O'Brien Recruitment,R Undisclosed,,02 Dec 2022,14 Dec 2022,12,4,https://www.careerjunction.co.za/country-manager-strategic-sales-operations-fin-at-o-brien-recruitment-job-2492483.aspx
425,Accounting Manager,"Gqebera, Eastern Cape",Permanent Intermediate position,Red Rock Recruitment,R Undisclosed,,02 Dec 2022,22 Dec 2022,20,12,https://www.careerjunction.co.za/accounting-manager-job-2493685.aspx
426,Fresh Foods Manager,"Cape Town Region, Western Cape",Permanent Intermediate position,Michele Visser Recruiters,Undisclosed,,02 Dec 2022,18 Dec 2022,16,8,https://www.careerjunction.co.za/fresh-foods-manager-job-2492479.aspx
427,Logistics Manager ~ Automotive Tier 1,"Rosslyn, Gauteng",Permanent Management position,Dawning Truth Recruitment,"R20,000 - R50,000 per month",20000.0,02 Dec 2022,05 Jan 2023,34,26,https://www.careerjunction.co.za/logistics-manager-automotive-tier-1-job-2494984.aspx
428,Business Unit Manager Tools and Equipment,"Droste Park, Gauteng",Permanent Specialist position,SKA Recruitment,"R50,000 - R57,000 per month",50000.0,02 Dec 2022,05 Jan 2023,34,26,https://www.careerjunction.co.za/business-unit-manager-tools-and-equipment-job-2494964.aspx
429,Senior Permitting Manager,"Cape Town CBD, Western Cape",Permanent Intermediate position,Mass Staffing Projects,"R45,800 - R62,500 per month",45800.0,02 Dec 2022,27 Dec 2022,25,17,https://www.careerjunction.co.za/senior-permitting-manager-job-2493791.aspx
430,General Manager  (Citrus Industry) at Headhunters,"Eastern Cape, South Africa",Permanent Senior position,Headhunters (Head Office),R Undisclosed,,02 Dec 2022,23 Dec 2022,21,13,https://www.careerjunction.co.za/general-manager-citrus-industry-at-headhunters-job-2493771.aspx
431,General Manager,"East London, Eastern Cape",Permanent Management position,Jackie Cory Recruitment,"R30,000 - R33,000 per month",30000.0,02 Dec 2022,18 Dec 2022,16,8,https://www.careerjunction.co.za/general-manager-job-2492554.aspx
432,MARKETING MANAGER at Healthcare,"Sunninghill, Gauteng",Permanent Intermediate position,Che Leigh Personnel Consultants,"R00 - R60,000 per month",0.0,02 Dec 2022,18 Dec 2022,16,8,https://www.careerjunction.co.za/marketing-manager-at-healthcare-job-2492477.aspx
433,Account Manager - Nutrition and Pharma,"Johannesburg Region, Gauteng",Permanent Intermediate position,Fenris Personnel,"R32,000 - R40,000 per month",32000.0,04 Dec 2022,29 Dec 2022,25,19,https://www.careerjunction.co.za/account-manager-nutrition-and-pharma-job-2494045.aspx
434,Senior Investment Manager at Business Partners,"East London, Eastern Cape",Permanent Specialist position,Business Partners,R Undisclosed,,06 Dec 2022,13 Dec 2022,7,3,https://www.careerjunction.co.za/senior-investment-manager-at-business-partners-job-2491839.aspx
