,Job Title,Location,Job Type,Company,Salary,Monthly Salary,Posting Date,Expiry Date,Ad Duration (Days),Days before expiry,Link
221,Junior Sales Manager Johannesburg,"Johannesburg Region, Gauteng",Permanent Intermediate position,Kelly,R Undisclosed,,01 Dec 2022,22 Dec 2022,21,18,https://www.careerjunction.co.za/junior-sales-manager-johannesburg-job-2493606.aspx
222,Assurance - Audit Assistant Manager,"Rivonia, Gauteng",Permanent Intermediate position,T and T Academy,"R50,000 - R70,000 per month",50000.0,27 Nov 2022,13 Dec 2022,16,9,https://www.careerjunction.co.za/assurance-audit-assistant-manager-job-2491794.aspx
223,Internal Account Manager at Axiz (Pty) Ltd,"Midridge Park, Gauteng",Permanent Intermediate position,Axiz,R Undisclosed,,28 Nov 2022,14 Dec 2022,16,10,https://www.careerjunction.co.za/internal-account-manager-at-axiz-pty-ltd-job-2492068.aspx
224,Risk Manager at Sizwe Hosmed Medical Scheme,"Irene, Gauteng",Permanent Senior EE position,Sizwe Medical Fund,R Undisclosed,,30 Nov 2022,03 Jan 2023,34,30,https://www.careerjunction.co.za/risk-manager-at-sizwe-hosmed-medical-scheme-job-2494734.aspx
225,Manager Operations at Avbob Mutual Assurance Society,"Pretoria Region, Gauteng",Permanent Management position,Avbob,R Undisclosed,,30 Nov 2022,25 Dec 2022,25,21,https://www.careerjunction.co.za/manager-operations-at-avbob-mutual-assurance-society-job-2493453.aspx
226,Internal Account Manager at Axiz (Pty) Ltd,"Midridge Park, Gauteng",Permanent Intermediate position,Axiz,R Undisclosed,,28 Nov 2022,14 Dec 2022,16,10,https://www.careerjunction.co.za/internal-account-manager-at-axiz-pty-ltd-job-2492068.aspx
227,Ops Manager: Service Assets (Software),"Pretoria, Gauteng",Permanent Senior position,Praesignis (Pty) LTD,R Undisclosed,,30 Nov 2022,21 Dec 2022,21,17,https://www.careerjunction.co.za/ops-manager-service-assets-software-job-2493511.aspx
228,Senior Dairy Specialist / Account Manager - Dairy Manufacturing Industry,"Gauteng, South Africa",Permanent Intermediate position,Talentsphere,R Undisclosed,,26 Nov 2022,17 Dec 2022,21,13,https://www.careerjunction.co.za/senior-dairy-specialist-account-manager-dairy-manufacturing-industry-job-2493216.aspx
229,KEY ACCOUNT MANAGER,"East Rand, Gauteng",Permanent Intermediate position,The Recruitment Link,"R40,000 - R45,000 per month",40000.0,26 Nov 2022,04 Dec 2022,8,0,https://www.careerjunction.co.za/key-account-manager-job-2490474.aspx
230,Financial Manager,"Denver, Gauteng",Permanent Senior position,Ark Human Capital (Pty) Ltd,"R73,300 - R75,000 per month",73300.0,30 Nov 2022,08 Dec 2022,8,4,https://www.careerjunction.co.za/financial-manager-job-2491216.aspx
231,Acquisition Manager,"Johannesburg, Gauteng",Permanent Intermediate position,Boardroom Appointments,R Undisclosed,,26 Nov 2022,25 Dec 2022,29,21,https://www.careerjunction.co.za/acquisition-manager-job-2494154.aspx
232,Operations Manager,"Sandton, Gauteng",Permanent Intermediate position,Taylored Appointments,Undisclosed,,30 Nov 2022,26 Dec 2022,26,22,https://www.careerjunction.co.za/operations-manager-job-2493579.aspx
233,Marketing Manager for Interior Design Firm based in Sandton,"Sandown, Gauteng",Permanent Intermediate position,Redline Recruitment,"R15,000 - R20,000 per month",15000.0,26 Nov 2022,13 Dec 2022,17,9,https://www.careerjunction.co.za/marketing-manager-for-interior-design-firm-based-in-sandton-job-2491814.aspx
234,Factory Mart Retail Manager,"Johannesburg, Gauteng",Permanent Intermediate position,Boardroom Appointments,R Undisclosed,,30 Nov 2022,29 Dec 2022,29,25,https://www.careerjunction.co.za/factory-mart-retail-manager-job-2494731.aspx
235,Warehouse Manager - Midrand,"Midrand, Gauteng",Permanent Intermediate EE position,Kwena Human Capital,Undisclosed,,30 Nov 2022,08 Dec 2022,8,4,https://www.careerjunction.co.za/warehouse-manager-midrand-job-2491184.aspx
236,Junior Project Manager,"Johannesburg North (Johannesburg North), Gauteng",Permanent Junior position,wePlace,R Undisclosed,,02 Dec 2022,31 Dec 2022,29,27,https://www.careerjunction.co.za/junior-project-manager-job-2495048.aspx
237,Technical and Training Manager at ECG Engineering and Consulting Group,"Centurion, Gauteng",Contract Management position,ECG Engineering and Consulting Group,Undisclosed,,29 Nov 2022,02 Jan 2023,34,29,https://www.careerjunction.co.za/technical-and-training-manager-at-ecg-engineering-and-consulting-group-job-2494580.aspx
238,PROJECT MANAGER JOBS FUND,"Pretoria, Gauteng",Contract Senior position,Secondments,R Undisclosed,,02 Dec 2022,08 Dec 2022,6,4,https://www.careerjunction.co.za/project-manager-jobs-fund-job-2495066.aspx
239,Operations Manager - Transport,"Houghton Estate, Gauteng",Permanent Senior position,Manpower SA,R52 - R65 per month,52.0,30 Nov 2022,14 Dec 2022,14,10,https://www.careerjunction.co.za/operations-manager-transport-job-2493411.aspx
240,SENIOR MANAGER: SPECTRUM LICENSING at HR Consultant Hub,"Centurion, Gauteng",Permanent Management position,HR Consultant Hub,"R83,300 - R108,300 per month",83300.0,30 Nov 2022,25 Dec 2022,25,21,https://www.careerjunction.co.za/senior-manager-spectrum-licensing-at-hr-consultant-hub-job-2493464.aspx
241,Project Manager Jobs Fund,"Pretoria CBD, Gauteng",Contract Management position,Affirmative Portfolios,"R63,900 per month",63900.0,02 Dec 2022,05 Jan 2023,34,32,https://www.careerjunction.co.za/project-manager-jobs-fund-job-2495034.aspx
242,Project Manager Electrical,"Edenvale, Gauteng",Permanent Senior position,Redline Recruitment,"R30,000 - R40,000 per month",30000.0,02 Dec 2022,05 Jan 2023,34,32,https://www.careerjunction.co.za/project-manager-electrical-job-2495016.aspx
243,Senior Design Engineering Manager,"Johannesburg, Gauteng",Permanent Intermediate position,Green Marble Recruitment Consultants,R Undisclosed,,30 Nov 2022,03 Jan 2023,34,30,https://www.careerjunction.co.za/senior-design-engineering-manager-job-2494615.aspx
244,Product Manager,"Gauteng, South Africa",Permanent Intermediate position,Hi-Tech Cape Town,R25 - R35 per month,25.0,28 Nov 2022,09 Dec 2022,11,5,https://www.careerjunction.co.za/product-manager-job-2492143.aspx
245,Group HR Manager,"Randburg, Gauteng",Permanent Intermediate position,T and T Academy,"R35,000 - R50,000 per month",35000.0,30 Nov 2022,03 Jan 2023,34,30,https://www.careerjunction.co.za/group-hr-manager-job-2494625.aspx
246,Software Development Project Manager at Sabenza IT,"Centurion, Gauteng",Permanent Intermediate position,DCV Sabenza IT and Recruitment,R Undisclosed,,30 Nov 2022,03 Jan 2023,34,30,https://www.careerjunction.co.za/software-development-project-manager-at-sabenza-it-job-2494618.aspx
247,Change Manager,"Sandown, Gauteng",Contract Intermediate position,HRvisory,R550.00 - R600.00 per hour,88000.0,30 Nov 2022,03 Jan 2023,34,30,https://www.careerjunction.co.za/change-manager-job-2494656.aspx
248,Project Manager (Eastrand),"Johannesburg, Gauteng",Permanent Intermediate position,Ultra Personnel cc,R Undisclosed,,02 Dec 2022,31 Dec 2022,29,27,https://www.careerjunction.co.za/project-manager-eastrand-job-2494967.aspx
249,Project Manager,"Spartan, Gauteng",Permanent Management position,Lesley Snyman and associates,"R65,000 - R80,000 per month",65000.0,02 Dec 2022,18 Dec 2022,16,14,https://www.careerjunction.co.za/project-manager-job-2492466.aspx
250,Software Development Project Manager at Sabenza IT,"Centurion, Gauteng",Permanent Intermediate position,DCV Sabenza IT and Recruitment,R Undisclosed,,30 Nov 2022,03 Jan 2023,34,30,https://www.careerjunction.co.za/software-development-project-manager-at-sabenza-it-job-2494618.aspx
251,Project Manager,"Spartan, Gauteng",Permanent Management position,Lesley Snyman and associates,"R65,000 - R80,000 per month",65000.0,02 Dec 2022,18 Dec 2022,16,14,https://www.careerjunction.co.za/project-manager-job-2492466.aspx
252,Change Manager,"Sandown, Gauteng",Contract Intermediate position,HRvisory,R550.00 - R600.00 per hour,88000.0,30 Nov 2022,03 Jan 2023,34,30,https://www.careerjunction.co.za/change-manager-job-2494656.aspx
253,Accounts Payable Manager at PG Group (Shared Services),"Springs, Gauteng",Permanent Senior position,PG Group,Undisclosed,,25 Nov 2022,29 Dec 2022,34,25,https://www.careerjunction.co.za/accounts-payable-manager-at-pg-group-shared-services-job-2494130.aspx
254,Project Manager,"Johannesburg Region, Gauteng",Permanent Management EE position,Godisanang Recruitment (Pty) Ltd,R Undisclosed,,02 Dec 2022,05 Jan 2023,34,32,https://www.careerjunction.co.za/project-manager-job-2495025.aspx
255,Group Financial Manager CA SA,"Rivonia, Gauteng",Permanent Senior position,Wexford Search and Selection,"R83,300 - R116,700 per month",83300.0,30 Nov 2022,07 Dec 2022,7,3,https://www.careerjunction.co.za/group-financial-manager-ca-sa-job-2491105.aspx
256,Operations Manager at Westfalia Fruit Products ( Pty) Ltd,"Midrand, Gauteng",Permanent Management position,Westfalia Fruit,R Undisclosed,,29 Nov 2022,07 Dec 2022,8,3,https://www.careerjunction.co.za/operations-manager-at-westfalia-fruit-products-pty-ltd-job-2491047.aspx
257,Project Manager (Renewable Energy),"Rosebank, Gauteng",Permanent Senior position,The Talent Experts,"R83,300 per month",83300.0,02 Dec 2022,18 Dec 2022,16,14,https://www.careerjunction.co.za/project-manager-renewable-energy-job-2492469.aspx
258,Senior Marketing & Communications Manager at Sasfin Bank Limited,"Sandown, Gauteng",Permanent Management position,Sasfin Holdings Limited,Undisclosed,,25 Nov 2022,11 Dec 2022,16,7,https://www.careerjunction.co.za/senior-marketing-%26-communications-manager-at-sasfin-bank-limited-job-2491466.aspx
259,Section Manager Mining at South Deep Gold Mine,"Westonaria, Gauteng",Permanent Management position,Gold Fields,R Undisclosed,,29 Nov 2022,06 Dec 2022,7,2,https://www.careerjunction.co.za/section-manager-mining-at-south-deep-gold-mine-job-2494491.aspx
260,Business Development Manager (Dell),"Johannesburg North (Johannesburg North), Gauteng",Permanent Senior position,Dynexity,"R35,000 - R45,000 per month",35000.0,25 Nov 2022,06 Dec 2022,11,2,https://www.careerjunction.co.za/business-development-manager-dell-job-2491619.aspx
261,Junior Data Manager (12 Months Contract) Wits NICD at AJ Personnel,"Johannesburg Region, Gauteng",Contract Junior position,AJ Personnel,R Undisclosed,,25 Nov 2022,25 Dec 2022,30,21,https://www.careerjunction.co.za/junior-data-manager-12-months-contract-wits-nicd-at-aj-personnel-job-2494115.aspx
262,Cloud Programme Manager  (Remote contract),"Johannesburg North (Johannesburg North), Gauteng",Contract Senior position,Recru-it,R Undisclosed,,29 Nov 2022,19 Dec 2022,20,15,https://www.careerjunction.co.za/cloud-programme-manager-remote-contract-job-2493371.aspx
263,Software Development Manager,"Johannesburg, Gauteng",Permanent Management EE position,Sambe Services,Undisclosed,,25 Nov 2022,12 Dec 2022,17,8,https://www.careerjunction.co.za/software-development-manager-job-2491659.aspx
264,Service Desk Manager (IT Managed Services),"Johannesburg North (Johannesburg North), Gauteng",Permanent Senior position,Elite Search and Selection,R25 - R35 per month,25.0,29 Nov 2022,08 Dec 2022,9,4,https://www.careerjunction.co.za/service-desk-manager-it-managed-services-job-2493327.aspx
265,Cloud Programme Manager,"Johannesburg, Gauteng",Permanent Senior position,Boardroom Appointments,R Undisclosed,,29 Nov 2022,28 Dec 2022,29,24,https://www.careerjunction.co.za/cloud-programme-manager-job-2494544.aspx
266,Manager: Value Added Services (VAS),"Midrand, Gauteng",Permanent Senior position,wePlace,R Undisclosed,,25 Nov 2022,13 Dec 2022,18,9,https://www.careerjunction.co.za/manager-value-added-services-vas-job-2492921.aspx
267,Group Legal Risk and Compliance Manager,"Johannesburg, Gauteng",Permanent Executive position,MPC Recruitment (MPC Recruitment),Undisclosed,,25 Nov 2022,29 Dec 2022,34,25,https://www.careerjunction.co.za/group-legal-risk-and-compliance-manager-job-2494025.aspx
268,Team Lead/Software Development Manager - Hybrid at RecruiTech,"Johannesburg, Gauteng",Permanent Senior position,RecruiTech,"R75,000 - R85,000 per month",75000.0,25 Nov 2022,20 Dec 2022,25,16,https://www.careerjunction.co.za/team-lead-software-development-manager-hybrid-at-recruitech-job-2492867.aspx
269,Quality Assurance Manager (Wits RHI) at AJ Personnel,"Johannesburg Region, Gauteng",Permanent Intermediate position,AJ Personnel,R Undisclosed,,29 Nov 2022,29 Dec 2022,30,25,https://www.careerjunction.co.za/quality-assurance-manager-wits-rhi-at-aj-personnel-job-2494557.aspx
270,Account Manager,"Johannesburg, Gauteng",Permanent Senior position,Elite Search and Selection,R25 - R35 per month,25.0,27 Nov 2022,07 Dec 2022,10,3,https://www.careerjunction.co.za/account-manager-job-2491866.aspx
271,Account Manager at Axiz(Pty)Ltd,"Midrand, Gauteng",Permanent Specialist position,Axiz,R Undisclosed,,26 Nov 2022,22 Dec 2022,26,18,https://www.careerjunction.co.za/account-manager-at-axizptyltd-job-2493181.aspx
272,Group Manager Organisational Design Development and Rewards,"Kempton Park, Gauteng",Permanent Management position,T and T Academy,"R166,700 - R191,700 per month",166700.0,25 Nov 2022,29 Dec 2022,34,25,https://www.careerjunction.co.za/group-manager-organisational-design-development-and-rewards-job-2494024.aspx
273,Electrical Project Manager,"Edenvale, Gauteng",Permanent Intermediate position,Pragmatic Recruitment,"R36,000 - R50,000 per month",36000.0,01 Dec 2022,04 Jan 2023,34,31,https://www.careerjunction.co.za/electrical-project-manager-job-2494932.aspx
274,Commercial Legal Manager,"Roodepoort, Gauteng",Permanent Intermediate position,Rensearch Placements,"R50,000 - R60,000 per month",50000.0,25 Nov 2022,11 Dec 2022,16,7,https://www.careerjunction.co.za/commercial-legal-manager-job-2491490.aspx
275,Junior Financial Manager,"East Rand, Gauteng",Permanent Intermediate position,,R Undisclosed,,29 Nov 2022,02 Jan 2023,34,29,https://www.careerjunction.co.za/junior-financial-manager-job-2494566.aspx
276,Branch Manager - Permanent Technical Recruitment at Humres Technical Recruitment,"Sandown, Gauteng",Permanent Senior position,,"R30,000 - R50,000 per month",30000.0,29 Nov 2022,02 Jan 2023,34,29,https://www.careerjunction.co.za/branch-manager-permanent-technical-recruitment-at-humres-technical-recruitment-job-2494497.aspx
277,Project Manager,"City Deep, Gauteng",Permanent Senior position,Placement Specialist,"R50,000 - R60,000 per month",50000.0,01 Dec 2022,04 Jan 2023,34,31,https://www.careerjunction.co.za/project-manager-job-2494914.aspx
278,Civil Engineer / Project Manager,"Johannesburg, Gauteng",Permanent Intermediate position,Boardroom Appointments,R Undisclosed,,29 Nov 2022,28 Dec 2022,29,24,https://www.careerjunction.co.za/civil-engineer-project-manager-job-2494446.aspx
279,Original Parts Quality Manager LWQMP11P at Mediro ICT,"Pretoria Region, Gauteng",Contract Senior position,Mediro Application Consulting,R Undisclosed,,29 Nov 2022,29 Dec 2022,30,25,https://www.careerjunction.co.za/original-parts-quality-manager-lwqmp11p-at-mediro-ict-job-2494459.aspx
280,Financial Manager (Remote),"Johannesburg North (Johannesburg North), Gauteng",Permanent Senior position,Recru-it,R Undisclosed,,29 Nov 2022,27 Dec 2022,28,23,https://www.careerjunction.co.za/financial-manager-remote-job-2494443.aspx
281,Property Development Manager (Retail),"Johannesburg, Gauteng",Permanent Management position,Kerfield Recruitment,"R80,000 - R100,000 per month",80000.0,29 Nov 2022,24 Dec 2022,25,20,https://www.careerjunction.co.za/property-development-manager-retail-job-2493299.aspx
282,Marketing Project Manager,"Edenvale, Gauteng",Permanent Management position,Progressive International,Undisclosed,,29 Nov 2022,02 Jan 2023,34,29,https://www.careerjunction.co.za/marketing-project-manager-job-2494519.aspx
283,Financial Manager,"Sandown, Gauteng",Permanent Senior position,4C Recruitment Pty Ltd,"R79,200 - R91,700 per month",79200.0,29 Nov 2022,02 Jan 2023,34,29,https://www.careerjunction.co.za/financial-manager-job-2494401.aspx
284,Change Manager,"Randburg, Gauteng",Contract Senior position,GoldenRule,R Undisclosed,,29 Nov 2022,02 Jan 2023,34,29,https://www.careerjunction.co.za/change-manager-job-2494513.aspx
285,Senior Manager - Deposits & Savings Products at Sasfin Bank,"Sandown, Gauteng",Permanent Management position,Sasfin Holdings Limited,Undisclosed,,28 Nov 2022,01 Jan 2023,34,28,https://www.careerjunction.co.za/senior-manager-deposits-%26-savings-products-at-sasfin-bank-job-2494377.aspx
286,Business Development Manager: SANDISK AND WD,"Midrand, Gauteng",Permanent Management position,Dynexity,"R25,000 - R35,000 per month",25000.0,24 Nov 2022,06 Dec 2022,12,2,https://www.careerjunction.co.za/business-development-manager-sandisk-and-wd-job-2491438.aspx
287,National Supply Chain Operations Manager,"Isando, Gauteng",Permanent Senior position,Rensearch Placements,"R80,000 - R100,000 per month",80000.0,29 Nov 2022,06 Dec 2022,7,2,https://www.careerjunction.co.za/national-supply-chain-operations-manager-job-2490870.aspx
288,Head of Development/ Programme Manager at RecruiTech,"Johannesburg International Airport, Gauteng",Permanent Management position,RecruiTech,"R100,000 - R120,000 per month",100000.0,29 Nov 2022,06 Dec 2022,7,2,https://www.careerjunction.co.za/head-of-development-programme-manager-at-recruitech-job-2490886.aspx
289,Senior Facilities Manager,"Johannesburg Region, Gauteng",Contract Management position,Quest,"R44,655 per month",44655.0,29 Nov 2022,02 Jan 2023,34,29,https://www.careerjunction.co.za/senior-facilities-manager-job-2494398.aspx
290,HR Operations Manager at Michael Page South Africa Limited,"Johannesburg Region, Gauteng",Permanent Management position,Michael Page International,R Undisclosed,,29 Nov 2022,11 Dec 2022,12,7,https://www.careerjunction.co.za/hr-operations-manager-at-michael-page-south-africa-limited-job-2492213.aspx
291,Group Tax Manager - Europe,"Woodmead, Gauteng",Permanent Management EE position,Professional Sourcing,Undisclosed,,24 Nov 2022,28 Dec 2022,34,24,https://www.careerjunction.co.za/group-tax-manager-europe-job-2482995.aspx
292,Key Accounts Manager - Personal Care Raw Material Manufacturing Industry,"Boksburg, Gauteng",Permanent Intermediate position,Talentsphere,R Undisclosed,,24 Nov 2022,06 Dec 2022,12,2,https://www.careerjunction.co.za/key-accounts-manager-personal-care-raw-material-manufacturing-industry-job-2491400.aspx
293,Retail Manager,"Gezina, Gauteng",Permanent Senior position,Swift Human Resources,"R11,500 per month",11500.0,01 Dec 2022,26 Dec 2022,25,22,https://www.careerjunction.co.za/retail-manager-job-2493615.aspx
294,Change Manager,"Johannesburg, Gauteng",Permanent Intermediate position,Boardroom Appointments,R Undisclosed,,28 Nov 2022,27 Dec 2022,29,23,https://www.careerjunction.co.za/change-manager-job-2494371.aspx
295,Change Manager,"Johannesburg, Gauteng",Permanent Intermediate position,Boardroom Appointments,R Undisclosed,,28 Nov 2022,27 Dec 2022,29,23,https://www.careerjunction.co.za/change-manager-job-2494354.aspx
296,Financial Manager (Property),"Sandton, Gauteng",Permanent Management position,Ability Recruitment Group (Pty) Ltd,R Undisclosed,,28 Nov 2022,11 Dec 2022,13,7,https://www.careerjunction.co.za/financial-manager-property-job-2494351.aspx
297,Account Manager,"Johannesburg, Gauteng",Permanent Intermediate position,Boardroom Appointments,R Undisclosed,,26 Nov 2022,25 Dec 2022,29,21,https://www.careerjunction.co.za/account-manager-job-2494141.aspx
298,Warehouse Manager,"Johannesburg, Gauteng",Permanent Management position,,"R35,000 - R45,000 per month",35000.0,28 Nov 2022,15 Dec 2022,17,11,https://www.careerjunction.co.za/warehouse-manager-job-2492174.aspx
299,Business Branch Manager at VT International,"Pretoria Region, Gauteng",Permanent Intermediate position,,R Undisclosed,,27 Nov 2022,14 Dec 2022,17,10,https://www.careerjunction.co.za/business-branch-manager-at-vt-international-job-2492016.aspx
300,Product Manager: Asus (Midrand) at Mustek Limited,"Midrand, Gauteng",Permanent Senior EE position,Mustek Limited,Undisclosed,,25 Nov 2022,20 Dec 2022,25,16,https://www.careerjunction.co.za/product-manager-asus-midrand-at-mustek-limited-job-2492861.aspx
301,Style and Design Operations Manager,"Randburg, Gauteng",Permanent Intermediate position,The Talent Experts,"R30,000 - R40,000 per month",30000.0,28 Nov 2022,05 Dec 2022,7,1,https://www.careerjunction.co.za/style-and-design-operations-manager-job-2490641.aspx
302,Product Manager - Dell (Enterprise),"Midrand, Gauteng",Permanent Intermediate position,Dynexity,"R25,000 - R30,000 per month",25000.0,25 Nov 2022,06 Dec 2022,11,2,https://www.careerjunction.co.za/product-manager-dell-enterprise-job-2491603.aspx
303,HR Manager,"Kempton Park, Gauteng",Permanent Management position,Tiger Personnel Management,"R45,800 - R62,500 per month",45800.0,28 Nov 2022,14 Dec 2022,16,10,https://www.careerjunction.co.za/hr-manager-job-2492079.aspx
304,Mechanical - Industrial Site Operations Manager at Ntice Search,"Gauteng, South Africa",Permanent Management position,Ntice Sourcing Solutions,R Undisclosed,,28 Nov 2022,17 Dec 2022,19,13,https://www.careerjunction.co.za/mechanical-industrial-site-operations-manager-at-ntice-search-job-2493286.aspx
305,Retail Store Manager at Headhunters,"Pretoria Region, Gauteng",Permanent Intermediate position,Headhunters (Head Office),R Undisclosed,,30 Nov 2022,30 Dec 2022,30,26,https://www.careerjunction.co.za/retail-store-manager-at-headhunters-job-2494678.aspx
306,DevOps Manager - Fibre Asset Management,"Gauteng, South Africa",Permanent Intermediate position,Talentsphere,R Undisclosed,,23 Nov 2022,22 Dec 2022,29,18,https://www.careerjunction.co.za/devops-manager-fibre-asset-management-job-2489597.aspx
307,Account Manager (IT Industry),"Rivonia, Gauteng",Permanent Intermediate position,,Undisclosed,,30 Nov 2022,03 Jan 2023,34,30,https://www.careerjunction.co.za/account-manager-it-industry-job-2494590.aspx
308,Senior Process Engineering Manager – Mineral Processing / Plant Mining Equipment,"Sandton, Gauteng",Permanent Intermediate position,Talentsphere,R Undisclosed,,23 Nov 2022,22 Dec 2022,29,18,https://www.careerjunction.co.za/senior-process-engineering-manager-mineral-processing-plant-mining-equipment-job-2488940.aspx
309,Infrastructure Project Manager (Remote),"Johannesburg North (Johannesburg North), Gauteng",Contract Senior position,Recru-it,R Undisclosed,,30 Nov 2022,19 Dec 2022,19,15,https://www.careerjunction.co.za/infrastructure-project-manager-remote-job-2493388.aspx
310,Project Manager Shopfitting,"Midrand, Gauteng",Permanent Management position,Redline Recruitment,"R30,000 - R45,000 per month",30000.0,30 Nov 2022,25 Dec 2022,25,21,https://www.careerjunction.co.za/project-manager-shopfitting-job-2493428.aspx
311,Account Manager - Nutrition and Pharma,"Johannesburg Region, Gauteng",Permanent Intermediate position,Fenris Personnel,"R32,000 - R40,000 per month",32000.0,25 Nov 2022,29 Dec 2022,34,25,https://www.careerjunction.co.za/account-manager-nutrition-and-pharma-job-2494045.aspx
312,BUSINESS MANAGER at 10 X GLOBAL,"Pretoria Region, Gauteng
 / Work From Home",Permanent Intermediate position,,R Undisclosed,,27 Nov 2022,04 Dec 2022,7,0,https://www.careerjunction.co.za/business-manager-at-10-x-global-job-2490455.aspx
313,Product Manager VMware and Nutanix,"Gauteng, South Africa",Permanent Junior position,Hi-Tech Cape Town,R25 - R35 per month,25.0,25 Nov 2022,15 Dec 2022,20,11,https://www.careerjunction.co.za/product-manager-vmware-and-nutanix-job-2492943.aspx
314,Showroom Manager,"Sandton, Gauteng",Permanent Management position,Ability Recruitment Group (Pty) Ltd,"R35,000 - R45,000 per month",35000.0,25 Nov 2022,13 Dec 2022,18,9,https://www.careerjunction.co.za/showroom-manager-job-2494071.aspx
315,General Manager Business Incubation at Avbob Mutual Assurance Society,"Pretoria CBD, Gauteng",Permanent Executive EE position,Avbob,R Undisclosed,,27 Nov 2022,22 Dec 2022,25,18,https://www.careerjunction.co.za/general-manager-business-incubation-at-avbob-mutual-assurance-society-job-2493278.aspx
316,Change Manager,"Sandown, Gauteng",Contract Senior position,Ark Human Capital (Pty) Ltd,"R70,000 - R86,700 per month",70000.0,27 Nov 2022,05 Dec 2022,8,1,https://www.careerjunction.co.za/change-manager-job-2490631.aspx
317,Account Manager,"Johannesburg, Gauteng",Permanent Intermediate position,Boardroom Appointments,R Undisclosed,,25 Nov 2022,24 Dec 2022,29,20,https://www.careerjunction.co.za/account-manager-job-2494048.aspx
318,GO TO CHANNEL MARKETING MANAGER -RETAIL,"Sandton, Gauteng",Contract Management position,Progressive International,R Undisclosed,,27 Nov 2022,14 Dec 2022,17,10,https://www.careerjunction.co.za/go-to-channel-marketing-manager-retail-job-2491995.aspx
319,Project Manager (Electrical / Energy) at GIBB,"New Redruth, Gauteng",Permanent Management position,GIBB,R Undisclosed,,29 Nov 2022,02 Jan 2023,34,29,https://www.careerjunction.co.za/project-manager-electrical-energy-at-gibb-job-2494449.aspx
320,IT Project Manager,"Bryanston, Gauteng",Permanent Management position,Merchants SA,R Undisclosed,,29 Nov 2022,15 Dec 2022,16,11,https://www.careerjunction.co.za/it-project-manager-job-2492287.aspx
321,Senior Project Manager at GIBB,"New Redruth, Gauteng",Permanent Senior position,GIBB,R Undisclosed,,29 Nov 2022,06 Dec 2022,7,2,https://www.careerjunction.co.za/senior-project-manager-at-gibb-job-2490948.aspx
322,IT Project Manager (Delivery Lead) at Sasfin,"Sandown, Gauteng",Permanent Specialist position,Sasfin Holdings Limited,Undisclosed,,29 Nov 2022,15 Dec 2022,16,11,https://www.careerjunction.co.za/it-project-manager-delivery-lead-at-sasfin-job-2492352.aspx
323,Branch Manager at Perficient International Management,"East Rand, Gauteng",Permanent Intermediate position,Perficient International Management Training,R Undisclosed,,26 Nov 2022,04 Dec 2022,8,0,https://www.careerjunction.co.za/branch-manager-at-perficient-international-management-job-2490458.aspx
324,Human Capital Manager Services,"Johannesburg, Gauteng",Permanent Senior position,Swift Human Resources,R Undisclosed,,27 Nov 2022,07 Dec 2022,10,3,https://www.careerjunction.co.za/human-capital-manager-services-job-2491919.aspx
325,HR Manager,"Pretoria North, Gauteng",Permanent Management position,Complement Recruitment,Undisclosed,,27 Nov 2022,04 Dec 2022,7,0,https://www.careerjunction.co.za/hr-manager-job-2490526.aspx
326,Quality Manager ~ Steel or Metal Products at Dawning Truth,"Vanderbijlpark, Gauteng",Permanent Specialist position,Dawning Truth Recruitment,"R40,000 - R66,700 per month",40000.0,27 Nov 2022,04 Dec 2022,7,0,https://www.careerjunction.co.za/quality-manager-steel-or-metal-products-at-dawning-truth-job-2490550.aspx
327,SALES MANAGER at 10 X GLOBAL,"Pretoria Region, Gauteng",Permanent Intermediate position,,R Undisclosed,,26 Nov 2022,04 Dec 2022,8,0,https://www.careerjunction.co.za/sales-manager-at-10-x-global-job-2490456.aspx
328,Finance Manager,"Johannesburg South, Gauteng",Contract Management position,Network Contracting Solutions,R350.00 - R375.00 per hour,56000.0,27 Nov 2022,17 Dec 2022,20,13,https://www.careerjunction.co.za/finance-manager-job-2493237.aspx
329,Financial Manager [Steel Manufacturing - Johannesburg],"Johannesburg Region, Gauteng
 / Work From Home",Permanent Management position,Blue Recruiting,R Undisclosed,,27 Nov 2022,04 Dec 2022,7,0,https://www.careerjunction.co.za/financial-manager-steel-manufacturing-johannesburg-job-2490530.aspx
330,Senior Finance Manager,"Illovo, Gauteng",Contract Senior position,Matchworks,"R70,000 - R80,000 per month",70000.0,27 Nov 2022,22 Dec 2022,25,18,https://www.careerjunction.co.za/senior-finance-manager-job-2493141.aspx
331,Warehouse Manager,"East Rand, Gauteng",Permanent Management position,,R Undisclosed,,27 Nov 2022,13 Dec 2022,16,9,https://www.careerjunction.co.za/warehouse-manager-job-2491957.aspx
332,Project Manager,"Johannesburg, Gauteng",Contract Senior position,H2R Africa,R Undisclosed,,29 Nov 2022,04 Dec 2022,5,0,https://www.careerjunction.co.za/project-manager-job-2494439.aspx
333,Project Manager,"Gauteng, South Africa",Permanent Intermediate EE position,iOCO Digital Talent,"R94,000 - R104,000 per month",94000.0,29 Nov 2022,10 Dec 2022,11,6,https://www.careerjunction.co.za/project-manager-job-2492215.aspx
334,Sales Operations Manager,"Johannesburg, Gauteng",Permanent Management EE position,ProApp HR Solutions,"R45,000 per month",45000.0,26 Nov 2022,13 Dec 2022,17,9,https://www.careerjunction.co.za/sales-operations-manager-job-2491810.aspx
