,Job Title,Location,Job Type,Company,Salary,Monthly Salary,Posting Date,Expiry Date,Ad Duration (Days),Days before expiry,Link
109,Business Development / Account Manager (Mining products),"East Rand, Gauteng",Permanent Senior position,HR Innovation,"R50,000 - R70,000 per month",50000.0,03 Dec 2022,28 Dec 2022,25,24,https://www.careerjunction.co.za/business-development-account-manager-mining-products-job-2493984.aspx
110,Senior Manager Professional Business service Sourcing,"Centurion, Gauteng",Permanent Executive position,RAD Resources SA,Undisclosed,,03 Dec 2022,19 Dec 2022,16,15,https://www.careerjunction.co.za/senior-manager-professional-business-service-sourcing-job-2492648.aspx
111,Key Account / Product Manager - Food Raw Material Ingredients,"Bryanston, Gauteng",Permanent Intermediate position,Talentsphere,R Undisclosed,,29 Nov 2022,28 Dec 2022,29,24,https://www.careerjunction.co.za/key-account-product-manager-food-raw-material-ingredients-job-2494559.aspx
112,Business Development Manager,"Kempton Park, Gauteng",Contract Intermediate position,T and T Academy,"R33,300 - R51,700 per month",33300.0,29 Nov 2022,02 Jan 2023,34,29,https://www.careerjunction.co.za/business-development-manager-job-2494549.aspx
113,Senior Key Accounts / Product Manager - Personal Care Ingredient Raw Materials - Manufacturing,"Bryanston, Gauteng",Permanent Intermediate position,Talentsphere,R Undisclosed,,29 Nov 2022,28 Dec 2022,29,24,https://www.careerjunction.co.za/senior-key-accounts-product-manager-personal-care-ingredient-raw-materials-manufacturing-job-2494554.aspx
114,Health and Safety Manager at AGL,"Kempton Park, Gauteng",Permanent Specialist EE position,Tiger Personnel Management,"R20,800 - R25,000 per month",20800.0,29 Nov 2022,16 Dec 2022,17,12,https://www.careerjunction.co.za/health-and-safety-manager-at-agl-job-2492355.aspx
115,Regional Key Account Manager,"Greenside, Gauteng",Permanent Intermediate position,The Talent Experts,"R40,000 per month",40000.0,29 Nov 2022,02 Jan 2023,34,29,https://www.careerjunction.co.za/regional-key-account-manager-job-2494570.aspx
116,"Commercial Manager: Strategy, Forecasting and Reporting","Johannesburg, Gauteng",Permanent Senior position,Boardroom Appointments,R Undisclosed,,29 Nov 2022,28 Dec 2022,29,24,https://www.careerjunction.co.za/commercial-manager-strategy-forecasting-and-reporting-job-2494562.aspx
117,Unit Manager ICU,"Johannesburg, Gauteng",Permanent Intermediate position,Mass Staffing Projects,"R16,700 - R41,700 per month",16700.0,29 Nov 2022,25 Dec 2022,26,21,https://www.careerjunction.co.za/unit-manager-icu-job-2493354.aspx
118,Commercial Manager,"Johannesburg, Gauteng",Permanent Senior position,Boardroom Appointments,R Undisclosed,,29 Nov 2022,28 Dec 2022,29,24,https://www.careerjunction.co.za/commercial-manager-job-2494556.aspx
119,Underwriting Manager Ref 21774,"Randburg, Gauteng",Permanent Intermediate position,Sinakho Staffshop (Pty) Ltd,Undisclosed,,29 Nov 2022,06 Dec 2022,7,2,https://www.careerjunction.co.za/underwriting-manager-ref-21774-job-2490963.aspx
120,Practice Manager,"Northcliff, Gauteng",Permanent Management position,The Recruitment Council,"R40,000 per month",40000.0,29 Nov 2022,02 Jan 2023,34,29,https://www.careerjunction.co.za/practice-manager-job-2494430.aspx
121,Commercial Finance Manager at RCL FOODS Careers,"Gauteng, South Africa",Permanent position,RCL Foods,Undisclosed,,02 Dec 2022,28 Dec 2022,26,24,https://www.careerjunction.co.za/commercial-finance-manager-at-rcl-foods-careers-job-2493835.aspx
122,Construction Manager (EPCM) at Ntice Search,"Gauteng, South Africa",Permanent Senior position,Ntice Sourcing Solutions,R Undisclosed,,29 Nov 2022,09 Dec 2022,10,5,https://www.careerjunction.co.za/construction-manager-epcm-at-ntice-search-job-2492330.aspx
123,Billing Manager,"Randburg, Gauteng",Contract Management position,,"R55,000 - R75,000 per month",55000.0,29 Nov 2022,06 Dec 2022,7,2,https://www.careerjunction.co.za/billing-manager-job-2490940.aspx
124,GENERAL MANAGER,"Houghton Estate, Gauteng",Permanent Senior position,Secondments,R Undisclosed,,29 Nov 2022,05 Dec 2022,6,1,https://www.careerjunction.co.za/general-manager-job-2494507.aspx
125,GENERAL MANAGER,"Houghton Estate, Gauteng",Permanent Senior position,Secondments,R Undisclosed,,29 Nov 2022,05 Dec 2022,6,1,https://www.careerjunction.co.za/general-manager-job-2494507.aspx
126,Business Intelligence Manager,"East Germiston, Gauteng",Permanent Specialist position,Full Circle Selection,R Undisclosed,,29 Nov 2022,15 Dec 2022,16,11,https://www.careerjunction.co.za/business-intelligence-manager-job-2492226.aspx
127,SALES MANAGER at 10 X GLOBAL,"Pretoria Region, Gauteng",Permanent Intermediate position,,R Undisclosed,,02 Dec 2022,05 Jan 2023,34,32,https://www.careerjunction.co.za/sales-manager-at-10-x-global-job-2494956.aspx
128,BUSINESS MANAGER at 10 X GLOBAL,"Pretoria Region, Gauteng
 / Work From Home",Permanent Intermediate position,,R Undisclosed,,02 Dec 2022,05 Jan 2023,34,32,https://www.careerjunction.co.za/business-manager-at-10-x-global-job-2494959.aspx
129,Claims Manager,"Johannesburg, Gauteng",Permanent Senior position,Boardroom Appointments,R Undisclosed,,29 Nov 2022,28 Dec 2022,29,24,https://www.careerjunction.co.za/claims-manager-job-2494478.aspx
130,Branch Manager at Perficient International Management,"East Rand, Gauteng",Permanent Intermediate position,Perficient International Management Training,R Undisclosed,,02 Dec 2022,05 Jan 2023,34,32,https://www.careerjunction.co.za/branch-manager-at-perficient-international-management-job-2494963.aspx
131,Key Account Manager,"Sandown, Gauteng",Permanent Intermediate position,4C Recruitment Pty Ltd,"R62,500 - R66,700 per month",62500.0,29 Nov 2022,02 Jan 2023,34,29,https://www.careerjunction.co.za/key-account-manager-job-2494393.aspx
132,QA / QC Manager at Ntice Search,"Rosebank, Gauteng",Permanent Specialist position,Ntice Sourcing Solutions,R Undisclosed,,29 Nov 2022,09 Dec 2022,10,5,https://www.careerjunction.co.za/qa-qc-manager-at-ntice-search-job-2492316.aspx
133,Security Manager,"Centurion, Gauteng",Permanent Management position,Cornwall Hill estate,"R40,000 per month",40000.0,02 Dec 2022,27 Dec 2022,25,23,https://www.careerjunction.co.za/security-manager-job-2493762.aspx
134,Group Financial Manager,"Johannesburg North (Johannesburg North), Gauteng",Permanent Intermediate position,The Recruitment People,R Undisclosed,,02 Dec 2022,31 Dec 2022,29,27,https://www.careerjunction.co.za/group-financial-manager-job-2495076.aspx
135,Construction Manager (Commercial),"Johannesburg, Gauteng",Permanent Senior position,Kerfield Recruitment,"R50,000 - R60,000 per month",50000.0,29 Nov 2022,24 Dec 2022,25,20,https://www.careerjunction.co.za/construction-manager-commercial-job-2493300.aspx
136,MANAGER: IT INFRASTRUCTURE at Universal Healthcare,"Sunninghill, Gauteng",Permanent Management position,Universal Healthcare,R Undisclosed,,02 Dec 2022,27 Dec 2022,25,23,https://www.careerjunction.co.za/manager-it-infrastructure-at-universal-healthcare-job-2493697.aspx
137,Business Development Manager,"Johannesburg North (Johannesburg North), Gauteng",Permanent Junior position,Dynexity,"R20,000 - R30,000 per month",20000.0,29 Nov 2022,28 Dec 2022,29,24,https://www.careerjunction.co.za/business-development-manager-job-2494405.aspx
138,Fraud and AML Manager,"Centurion, Gauteng",Permanent Senior position,HumanKind,"R83,300 - R100,000 per month",83300.0,29 Nov 2022,15 Dec 2022,16,11,https://www.careerjunction.co.za/fraud-and-aml-manager-job-2492348.aspx
139,Brand Manager,"Woodmead, Gauteng",Permanent Management position,Bristow Talent & Associates,"R50,000 - R58,000 per month",50000.0,29 Nov 2022,06 Dec 2022,7,2,https://www.careerjunction.co.za/brand-manager-job-2490902.aspx
140,Regional Technical Operations Manager,"Johannesburg, Gauteng",Permanent Management position,Dynexity,R65 - R72 per month,65.0,02 Dec 2022,31 Dec 2022,29,27,https://www.careerjunction.co.za/regional-technical-operations-manager-job-2495061.aspx
141,Operations Manager,"Pretoria, Gauteng",Permanent Intermediate position,H2R Africa,R Undisclosed,,02 Dec 2022,15 Dec 2022,13,11,https://www.careerjunction.co.za/operations-manager-job-2495065.aspx
142,Branch Manager / Pest Operations Manager  at Headhunters,"Johannesburg Region, Gauteng",Permanent Intermediate position,Headhunters (Head Office),R Undisclosed,,02 Dec 2022,01 Jan 2023,30,28,https://www.careerjunction.co.za/branch-manager-pest-operations-manager-at-headhunters-job-2495017.aspx
143,Senior Manager: Programme Analysis Design and Learning at Small enterprises and cooperative,"Hatfield, Gauteng",Contract Management position,Bay Recruitment,"R89,000 - R100,000 per month",89000.0,02 Dec 2022,05 Jan 2023,34,32,https://www.careerjunction.co.za/senior-manager-programme-analysis-design-and-learning-at-small-enterprises-and-cooperative-job-2495046.aspx
144,Client Relationship Manager (IT Industry),"Rivonia, Gauteng",Permanent Intermediate position,,"R15,000 - R18,000 per month",15000.0,02 Dec 2022,05 Jan 2023,34,32,https://www.careerjunction.co.za/client-relationship-manager-it-industry-job-2494951.aspx
145,Store & Site Manager,"Midrand, Gauteng",Permanent Intermediate position,Redline Recruitment,"R25,000 - R35,000 per month",25000.0,02 Dec 2022,05 Jan 2023,34,32,https://www.careerjunction.co.za/store-%26-site-manager-job-2494996.aspx
146,CORPORATE ACCOUNT MANAGER/DEBT COLLECTION,"Johannesburg, Gauteng",Permanent Intermediate position,Recruitment & Placement Executives,"R23,000 - R25,000 per month",23000.0,30 Nov 2022,26 Dec 2022,26,22,https://www.careerjunction.co.za/corporate-account-manager-debt-collection-job-2493532.aspx
147,Property Manager,"Sandton, Gauteng",Permanent Management position,Ability Recruitment Group (Pty) Ltd,R Undisclosed,,02 Dec 2022,13 Dec 2022,11,9,https://www.careerjunction.co.za/property-manager-job-2493750.aspx
148,Financial Manager,"Kempton Park, Gauteng",Permanent Management position,Full Circle Selection,R Undisclosed,,02 Dec 2022,18 Dec 2022,16,14,https://www.careerjunction.co.za/financial-manager-job-2492403.aspx
149,Project Risk Manager (Mining)  at Ntice Search,"Kempton Park, Gauteng",Permanent Management position,Ntice Sourcing Solutions,R Undisclosed,,02 Dec 2022,12 Dec 2022,10,8,https://www.careerjunction.co.za/project-risk-manager-mining-at-ntice-search-job-2492478.aspx
150,Refrigeration Key Accounts Manager  at Rory Mackie & Associates,"Johannesburg Region, Gauteng",Permanent Senior position,Rory Mackie & Associates,R Undisclosed,,28 Nov 2022,28 Dec 2022,30,24,https://www.careerjunction.co.za/refrigeration-key-accounts-manager-at-rory-mackie-%26amp-associates-job-2494353.aspx
151,General Manager (Shopping Centre),"Sandton, Gauteng",Permanent Management position,Ability Recruitment Group (Pty) Ltd,R Undisclosed,,28 Nov 2022,11 Dec 2022,13,7,https://www.careerjunction.co.za/general-manager-shopping-centre-job-2494360.aspx
152,Property Manager,"Sandton, Gauteng",Permanent Management position,Ability Recruitment Group (Pty) Ltd,R Undisclosed,,02 Dec 2022,13 Dec 2022,11,9,https://www.careerjunction.co.za/property-manager-job-2493750.aspx
153,General Manager - Shopping Centre,"Highlands North, Gauteng",Permanent Management position,Ability Recruitment Group (Pty) Ltd,R Undisclosed,,28 Nov 2022,11 Dec 2022,13,7,https://www.careerjunction.co.za/general-manager-shopping-centre-job-2494358.aspx
154,Retentions Manager,"Johannesburg, Gauteng",Permanent Management position,Jenni Strous and Associates CC,"R50,000 - R70,000 per month",50000.0,28 Nov 2022,15 Dec 2022,17,11,https://www.careerjunction.co.za/retentions-manager-job-2492282.aspx
155,Financial Manager,"Kempton Park, Gauteng",Permanent Management position,Full Circle Selection,R Undisclosed,,02 Dec 2022,18 Dec 2022,16,14,https://www.careerjunction.co.za/financial-manager-job-2492403.aspx
156,Disease Manager,"Randburg, Gauteng",Permanent Specialist position,Che Leigh Personnel Consultants,R00 per month,0.0,28 Nov 2022,01 Jan 2023,34,28,https://www.careerjunction.co.za/disease-manager-job-2426085.aspx
157,Project Risk Manager (Mining)  at Ntice Search,"Kempton Park, Gauteng",Permanent Management position,Ntice Sourcing Solutions,R Undisclosed,,02 Dec 2022,12 Dec 2022,10,8,https://www.careerjunction.co.za/project-risk-manager-mining-at-ntice-search-job-2492478.aspx
158,Direct Marketing Manager,"Midrand, Gauteng",Permanent Specialist position,The Recruitment Council,"R50,000 - R54,200 per month",50000.0,28 Nov 2022,01 Jan 2023,34,28,https://www.careerjunction.co.za/direct-marketing-manager-job-2494327.aspx
159,Direct Marketing Manager,"Midrand, Gauteng",Permanent Specialist position,The Recruitment Council,"R58,300 - R66,700 per month",58300.0,28 Nov 2022,01 Jan 2023,34,28,https://www.careerjunction.co.za/direct-marketing-manager-job-2494325.aspx
160,Sales Manager at HR Xchange,"Johannesburg Region, Gauteng",Permanent Senior position,HR Xchange,R Undisclosed,,02 Dec 2022,01 Jan 2023,30,28,https://www.careerjunction.co.za/sales-manager-at-hr-xchange-job-2494947.aspx
161,Network Sales Solutions Manager,"Midrand, Gauteng",Permanent Senior position,Dynexity,R Undisclosed,,28 Nov 2022,27 Dec 2022,29,23,https://www.careerjunction.co.za/network-sales-solutions-manager-job-2494299.aspx
162,Manager: Business Operations,"East Rand, Gauteng",Permanent Management EE position,Godisanang Recruitment (Pty) Ltd,R Undisclosed,,02 Dec 2022,27 Dec 2022,25,23,https://www.careerjunction.co.za/manager-business-operations-job-2493705.aspx
163,Company Store Operations Manager at Fourier Recruitment,"Pretoria Region, Gauteng",Permanent Intermediate position,Fourier Recruitment,"R30,000 - R35,000 per month",30000.0,02 Dec 2022,14 Dec 2022,12,10,https://www.careerjunction.co.za/company-store-operations-manager-at-fourier-recruitment-job-2492406.aspx
164,Ops Manager: Service Assets (Software),"Pretoria, Gauteng",Permanent Senior position,Recru-it,R Undisclosed,,02 Dec 2022,13 Dec 2022,11,9,https://www.careerjunction.co.za/ops-manager-service-assets-software-job-2492474.aspx
165,Business Development Manager,"Midrand, Gauteng",Permanent Management position,DAV,"R80,000 - R84,000 per month",80000.0,28 Nov 2022,14 Dec 2022,16,10,https://www.careerjunction.co.za/business-development-manager-job-2492166.aspx
166,Business Development Manager,"Johannesburg, Gauteng",Permanent Intermediate position,Boardroom Appointments,R Undisclosed,,28 Nov 2022,27 Dec 2022,29,23,https://www.careerjunction.co.za/business-development-manager-job-2494361.aspx
167,Finance Manager,"Bryanston, Gauteng",Contract Senior position,The CFO Centre,"R50,000 - R60,000 per month",50000.0,02 Dec 2022,18 Dec 2022,16,14,https://www.careerjunction.co.za/finance-manager-job-2492558.aspx
168,Senior Manager Prof Business Serve Sourcing,"Pretoria Region, Gauteng
 / Work From Home",Permanent Senior EE position,Godisanang Recruitment (Pty) Ltd,R Undisclosed,,02 Dec 2022,18 Dec 2022,16,14,https://www.careerjunction.co.za/senior-manager-prof-business-serve-sourcing-job-2492423.aspx
169,Paid Media Manager at Only The Best Recruitment Agency,"Parktown, Gauteng",Permanent Senior position,Only The Best (Pty) Ltd,"R20,000 - R50,000 per month",20000.0,28 Nov 2022,01 Jan 2023,34,28,https://www.careerjunction.co.za/paid-media-manager-at-only-the-best-recruitment-agency-job-2494332.aspx
170,Customer Care Manager,"Pretoria, Gauteng",Permanent Senior position,H2R Africa,R Undisclosed,,28 Nov 2022,08 Dec 2022,10,4,https://www.careerjunction.co.za/customer-care-manager-job-2494223.aspx
171,Transport Manager,"Johannesburg South, Gauteng",Permanent Management position,Humanity SA,"R25,000 - R40,000 per month",25000.0,28 Nov 2022,14 Dec 2022,16,10,https://www.careerjunction.co.za/transport-manager-job-2492167.aspx
172,Business Development Manager BDM,"East Town, Gauteng",Permanent Senior EE position,Capital Assignments CC,R Undisclosed,,28 Nov 2022,14 Dec 2022,16,10,https://www.careerjunction.co.za/business-development-manager-bdm-job-2492145.aspx
173,Assurance - Audit Assistant Manager,"Sandown, Gauteng",Permanent Management EE position,T and T Academy,"R52,000 - R65,000 per month",52000.0,28 Nov 2022,14 Dec 2022,16,10,https://www.careerjunction.co.za/assurance-audit-assistant-manager-job-2492046.aspx
174,Despatch Manager,"Johannesburg, Gauteng",Permanent Senior position,Ultra Personnel cc,R Undisclosed,,28 Nov 2022,08 Dec 2022,10,4,https://www.careerjunction.co.za/despatch-manager-job-2492151.aspx
175,MANAGER (GOVERNANCE COMPLIANCE & ETHICS) CISA,"Centurion, Gauteng",Permanent Management EE position,M-Ploy Global Resourcing,"R81,400 per month",81400.0,28 Nov 2022,14 Dec 2022,16,10,https://www.careerjunction.co.za/manager-governance-compliance-%26-ethics-cisa-job-2492123.aspx
176,Cloud Acquisition Manager,"Gauteng, South Africa",Permanent Intermediate position,Hi-Tech Cape Town,R40 - R50 per month,40.0,28 Nov 2022,09 Dec 2022,11,5,https://www.careerjunction.co.za/cloud-acquisition-manager-job-2492098.aspx
177,RawlPlug Brand Manager,"Midrand, Gauteng",Permanent Management position,Bristow Talent & Associates,"R45,000 - R50,000 per month",45000.0,28 Nov 2022,05 Dec 2022,7,1,https://www.careerjunction.co.za/rawlplug-brand-manager-job-2490707.aspx
178,Financial Manager at Digby Wells Environmental,"Bryanston, Gauteng",Permanent Management position,Digby Wells and Associates (South Africa) Pty Ltd,Undisclosed,,01 Dec 2022,26 Dec 2022,25,22,https://www.careerjunction.co.za/financial-manager-at-digby-wells-environmental-job-2493652.aspx
179,Account Manager / Qlik Data Integration Consultant,"Johannesburg, Gauteng",Permanent Specialist position,iOCO Recruitment Solutions,R Undisclosed,,28 Nov 2022,01 Jan 2023,34,28,https://www.careerjunction.co.za/account-manager-qlik-data-integration-consultant-job-2494253.aspx
180,Senior Manager Key Accounts at Imperial Truck Rental,"Kempton Park, Gauteng",Permanent Management position,Imperial Logistics,Undisclosed,,01 Dec 2022,27 Dec 2022,26,23,https://www.careerjunction.co.za/senior-manager-key-accounts-at-imperial-truck-rental-job-2493695.aspx
181,Account Manager (ex Advertising Agency),"Johannesburg, Gauteng",Permanent Senior position,,"R25,000 - R30,000 per month",25000.0,28 Nov 2022,01 Jan 2023,34,28,https://www.careerjunction.co.za/account-manager-ex-advertising-agency-job-2483116.aspx
182,Assistant Finance Manager at MHA Management Holdings,"Germiston, Gauteng",Permanent Intermediate position,MHA Management Holdings,"R30,000 - R35,000 per month",30000.0,01 Dec 2022,04 Jan 2023,34,31,https://www.careerjunction.co.za/assistant-finance-manager-at-mha-management-holdings-job-2494922.aspx
183,Trainee Branch Manager at CCL GLOBAL,"Pretoria Region, Gauteng",Permanent Senior position,CCL Global,R Undisclosed,,03 Dec 2022,19 Dec 2022,16,15,https://www.careerjunction.co.za/trainee-branch-manager-at-ccl-global-job-2492645.aspx
184,Store Manager,"Midrand, Gauteng",Permanent Intermediate position,CG Outsourcing,"R10,000 - R12,000 per month",10000.0,03 Dec 2022,29 Dec 2022,26,25,https://www.careerjunction.co.za/store-manager-job-2494055.aspx
185,MANAGER COMMISSION ADMINISTRATORS at HR Options,"Pretoria, Gauteng",Permanent Senior position,HR Options Staffing,"R24,000 per month",24000.0,28 Nov 2022,08 Dec 2022,10,4,https://www.careerjunction.co.za/manager-commission-administrators-at-hr-options-job-2492162.aspx
186,Project Manager (12 Months/Renewable) Wits NICD at AJ Personnel,"Johannesburg Region, Gauteng",Contract Intermediate position,AJ Personnel,R Undisclosed,,03 Dec 2022,25 Dec 2022,22,21,https://www.careerjunction.co.za/project-manager-12-months-renewable-wits-nicd-at-aj-personnel-job-2494061.aspx
187,Executive Manager: Business Development and Commercialisation,"Pretoria CBD, Gauteng",Permanent Senior position,Tipp Focus,Undisclosed,,01 Dec 2022,27 Dec 2022,26,23,https://www.careerjunction.co.za/executive-manager-business-development-and-commercialisation-job-2493729.aspx
188,HR Manager,"Selby, Gauteng",Permanent Management position,Engage Human Capital Solutions,"R30,000 per month",30000.0,01 Dec 2022,04 Jan 2023,34,31,https://www.careerjunction.co.za/hr-manager-job-2494938.aspx
189,IT Development Manager,"Menlyn, Gauteng
 / Work From Home",Permanent Senior position,Centice (Pty) Ltd,"R50,000 - R90,000 per month",50000.0,27 Nov 2022,14 Dec 2022,17,10,https://www.careerjunction.co.za/it-development-manager-job-2492002.aspx
190,Quality Assurance Manager at Westfalia Fruit Products (Pty) Ltd,"Kempton Park, Gauteng",Permanent Management position,Westfalia Fruit,R Undisclosed,,01 Dec 2022,04 Jan 2023,34,31,https://www.careerjunction.co.za/quality-assurance-manager-at-westfalia-fruit-products-pty-ltd-job-2494805.aspx
191,Africa Accounts Manager,"Johannesburg, Gauteng",Permanent Senior position,Hewitt Colenbrander Recruitment,R Undisclosed,,27 Nov 2022,09 Dec 2022,12,5,https://www.careerjunction.co.za/africa-accounts-manager-job-2491997.aspx
192,Property Manager,"Pretoria, Gauteng",Permanent Management position,Ability Recruitment Group (Pty) Ltd,R Undisclosed,,01 Dec 2022,13 Dec 2022,12,9,https://www.careerjunction.co.za/property-manager-job-2493700.aspx
193,Country Manager (SA) at The Focus Group,"Johannesburg Region, Gauteng",Permanent Senior EE position,The Focus Group,R Undisclosed,,27 Nov 2022,10 Dec 2022,13,6,https://www.careerjunction.co.za/country-manager-sa-at-the-focus-group-job-2492004.aspx
194,National Parts Sales Manager Commercial Trucks,"Benoni, Gauteng",Permanent Management EE position,,R Undisclosed,,01 Dec 2022,04 Jan 2023,34,31,https://www.careerjunction.co.za/national-parts-sales-manager-commercial-trucks-job-2494927.aspx
195,HR Generalist Manager,"Booysens, Gauteng",Permanent Senior position,Centice (Pty) Ltd,"R20,000 - R35,000 per month",20000.0,27 Nov 2022,14 Dec 2022,17,10,https://www.careerjunction.co.za/hr-generalist-manager-job-2492030.aspx
196,Claims Operations Manager,"Johannesburg, Gauteng",Permanent Management EE position,CFS Recruitment,"R35,000 - R50,000 per month",35000.0,01 Dec 2022,22 Dec 2022,21,18,https://www.careerjunction.co.za/claims-operations-manager-job-2493655.aspx
197,Centre Manager (Retail),"Johannesburg, Gauteng",Permanent Management position,Ability Recruitment Group (Pty) Ltd,"R29,200 - R33,300 per month",29200.0,01 Dec 2022,06 Dec 2022,5,2,https://www.careerjunction.co.za/centre-manager-retail-job-2494871.aspx
198,Project Manager (Johannesburg) at Headhunters,"Johannesburg Region, Gauteng",Permanent Intermediate position,Headhunters (Head Office),R Undisclosed,,03 Dec 2022,24 Dec 2022,21,20,https://www.careerjunction.co.za/project-manager-johannesburg-at-headhunters-job-2493854.aspx
199,Senior Sales Manager,"Johannesburg North (Johannesburg North), Gauteng",Permanent Senior position,Dynexity,R Undisclosed,,01 Dec 2022,30 Dec 2022,29,26,https://www.careerjunction.co.za/senior-sales-manager-job-2494807.aspx
200,Senior Sales Manager,"Johannesburg North (Johannesburg North), Gauteng",Permanent Senior position,Dynexity,R Undisclosed,,01 Dec 2022,30 Dec 2022,29,26,https://www.careerjunction.co.za/senior-sales-manager-job-2494807.aspx
201,Commercial/National Sales Manager - Agrochemical Industry,"Gauteng, South Africa",Permanent Intermediate position,Talentsphere,R Undisclosed,,01 Dec 2022,29 Dec 2022,28,25,https://www.careerjunction.co.za/commercial-national-sales-manager-agrochemical-industry-job-2467031.aspx
202,Senior Financial Manager,"Sunninghill, Gauteng",Permanent Management position,Wexford Search and Selection,"R100,000 - R125,000 per month",100000.0,01 Dec 2022,26 Dec 2022,25,22,https://www.careerjunction.co.za/senior-financial-manager-job-2493549.aspx
203,Payroll Manager,"Kempton Park, Gauteng",Permanent Senior position,Red Ember Recruitment,"R50,000 - R90,000 per month",50000.0,27 Nov 2022,13 Dec 2022,16,9,https://www.careerjunction.co.za/payroll-manager-job-2491956.aspx
204,Quality Manager ~ Automotive Manufacturing at Dawning Truth,"Rosslyn, Gauteng",Permanent Management position,Dawning Truth Recruitment,"R40,000 - R60,000 per month",40000.0,01 Dec 2022,26 Dec 2022,25,22,https://www.careerjunction.co.za/quality-manager-automotive-manufacturing-at-dawning-truth-job-2493565.aspx
205,Implementation and Consulting Manager,"Hyde Park, Gauteng",Permanent Intermediate position,T and T Academy,"R50,000 - R60,000 per month",50000.0,27 Nov 2022,04 Dec 2022,7,0,https://www.careerjunction.co.za/implementation-and-consulting-manager-job-2490554.aspx
206,SENIOR MANAGER (PROFESSIONAL BUSINESS SERVICE SOURCING),"Centurion, Gauteng",Permanent Management EE position,M-Ploy Global Resourcing,"R70,800 - R108,300 per month",70800.0,01 Dec 2022,17 Dec 2022,16,13,https://www.careerjunction.co.za/senior-manager-professional-business-service-sourcing-job-2492372.aspx
207,Unit Manager - Surgical Ward (Centurion),"Pretoria Region, Gauteng",Permanent Management position,MVG Recruitment Specialists,Undisclosed,,27 Nov 2022,13 Dec 2022,16,9,https://www.careerjunction.co.za/unit-manager-surgical-ward-centurion-job-2491948.aspx
208,Warehouse Manager,"Johannesburg, Gauteng",Permanent Senior position,Mass Staffing Projects,"R40,000 - R45,000 per month",40000.0,01 Dec 2022,26 Dec 2022,25,22,https://www.careerjunction.co.za/warehouse-manager-job-2493533.aspx
209,MARKETING MANAGER at Medical Aid Administrator,"Sunninghill, Gauteng",Permanent Management position,Che Leigh Personnel Consultants,Undisclosed,,27 Nov 2022,13 Dec 2022,16,9,https://www.careerjunction.co.za/marketing-manager-at-medical-aid-administrator-job-2491917.aspx
210,Export Manager - Food Raw Materials - Manufacturing Industry,"Gauteng, South Africa",Permanent Intermediate position,Talentsphere,R Undisclosed,,27 Nov 2022,08 Dec 2022,11,4,https://www.careerjunction.co.za/export-manager-food-raw-materials-manufacturing-industry-job-2491959.aspx
211,Service Line Manager CX,"Bryanston, Gauteng",Permanent Senior position,Bristow Talent & Associates,"R30,000 - R35,000 per month",30000.0,27 Nov 2022,22 Dec 2022,25,18,https://www.careerjunction.co.za/service-line-manager-cx-job-2493164.aspx
212,Brokers and Relationships Manager Assistant,"Johannesburg North (Johannesburg North), Gauteng",Permanent Intermediate position,Manpower SA,"R16,700 - R20,000 per month",16700.0,01 Dec 2022,21 Dec 2022,20,17,https://www.careerjunction.co.za/brokers-and-relationships-manager-assistant-job-2493617.aspx
213,Key Account Manager - Food Raw Materials - Manufacturing Industry,"Gauteng, South Africa",Permanent Intermediate position,Talentsphere,R Undisclosed,,27 Nov 2022,08 Dec 2022,11,4,https://www.careerjunction.co.za/key-account-manager-food-raw-materials-manufacturing-industry-job-2491960.aspx
214,Budget and Planning Manager at Ntice Search,"Gauteng, South Africa",Permanent Intermediate position,Ntice Sourcing Solutions,R01 - R02 per month,1.0,27 Nov 2022,16 Dec 2022,19,12,https://www.careerjunction.co.za/budget-and-planning-manager-at-ntice-search-job-2493239.aspx
215,Senior Business Continuity Management Manager,"Midrand, Gauteng",Permanent Specialist EE position,Mindcor,"R100,000 - R116,700 per month",100000.0,27 Nov 2022,22 Dec 2022,25,18,https://www.careerjunction.co.za/senior-business-continuity-management-manager-job-2493149.aspx
216,Senior Client Success Manager,"Gauteng, South Africa
 / Work From Home",Permanent Senior position,iOCO Recruitment Solutions,R Undisclosed,,27 Nov 2022,22 Dec 2022,25,18,https://www.careerjunction.co.za/senior-client-success-manager-job-2493140.aspx
217,Project Manager Construction,"Randburg, Gauteng",Permanent Intermediate position,Taylored Appointments,"R30,000 - R33,300 per month",30000.0,03 Dec 2022,19 Dec 2022,16,15,https://www.careerjunction.co.za/project-manager-construction-job-2492710.aspx
218,Senior Manager OmniChannel and Digital,"Midrand, Gauteng",Permanent Management position,Mindcor,"R116,700 - R125,000 per month",116700.0,01 Dec 2022,26 Dec 2022,25,22,https://www.careerjunction.co.za/senior-manager-omnichannel-and-digital-job-2493620.aspx
219,National Key Account Manager at King Of Tiles,"Johannesburg Region, Gauteng",Permanent Senior position,Home of KOT,Undisclosed,,26 Nov 2022,30 Dec 2022,34,26,https://www.careerjunction.co.za/national-key-account-manager-at-king-of-tiles-job-2494147.aspx
220,Commercial Property Manager,"Sandown, Gauteng",Permanent Intermediate position,Taylored Appointments,Undisclosed,,01 Dec 2022,26 Dec 2022,25,22,https://www.careerjunction.co.za/commercial-property-manager-job-2493626.aspx
