,Job Title,Location,Job Type,Company,Salary,Monthly Salary,Posting Date,Expiry Date,Ad Duration (Days),Days before expiry,Link
361,Process Engineer,"Aeroton, Gauteng",Permanent Senior position,Vital Element (Pty) Ltd,R Undisclosed,,17 Nov 2022,21 Dec 2022,34,17,https://www.careerjunction.co.za/process-engineer-job-2493115.aspx
362,Mechanical Engineer,"Aeroton, Gauteng",Permanent Senior position,Vital Element (Pty) Ltd,R Undisclosed,,17 Nov 2022,21 Dec 2022,34,17,https://www.careerjunction.co.za/mechanical-engineer-job-2493104.aspx
363,Mechanical Engineer - Nasrec,"Turffontein, Gauteng",Permanent Senior position,Manpower SA,R Undisclosed,,17 Nov 2022,16 Dec 2022,29,12,https://www.careerjunction.co.za/mechanical-engineer-nasrec-job-2493067.aspx
364,Procurement Engineer,"Eikenbosch, Western Cape",Permanent Senior position,Manpower SA,"R62,500 - R80,000 per month",62500.0,11 Nov 2022,05 Dec 2022,24,1,https://www.careerjunction.co.za/procurement-engineer-job-2479638.aspx
365,PROJECT ENGINEER,"Edenburg, Gauteng",Permanent Specialist position,David Waterland Construction,Undisclosed,,15 Nov 2022,19 Dec 2022,34,15,https://www.careerjunction.co.za/project-engineer-job-2477061.aspx
366,Electrical Engineer at Old Mutual Finance,"Cape Town CBD, Western Cape",Contract Intermediate EE position,Old Mutual (Finance),R Undisclosed,,11 Nov 2022,15 Dec 2022,34,11,https://www.careerjunction.co.za/electrical-engineer-at-old-mutual-finance-job-2471077.aspx
367,RF Hardware Engineer,"Pretoria Region, Gauteng",Permanent Intermediate position,Let's Recruit,Undisclosed,,04 Nov 2022,08 Dec 2022,34,4,https://www.careerjunction.co.za/rf-hardware-engineer-job-2478024.aspx
368,Systems Cloud Engineer,"Menlyn, Gauteng
 / Work From Home",Permanent Intermediate position,Active Recruitment,"R30,000 - R40,000 per month",30000.0,01 Nov 2022,05 Dec 2022,34,1,https://www.careerjunction.co.za/systems-cloud-engineer-job-2484101.aspx
369,Junior Embedded Software Engineer,"Centurion, Gauteng",Permanent Junior position,Let's Recruit,Undisclosed,,04 Nov 2022,08 Dec 2022,34,4,https://www.careerjunction.co.za/junior-embedded-software-engineer-job-2475309.aspx
370,Junior Embedded Software Engineer,"Cape Town Region, Western Cape",Permanent Junior position,Let's Recruit,Undisclosed,,04 Nov 2022,08 Dec 2022,34,4,https://www.careerjunction.co.za/junior-embedded-software-engineer-job-2475310.aspx
371,Project Engineer - Electrical - Mining - Contract,"Rustenburg, North West",Contract Specialist position,Kwena Human Capital,Undisclosed,,03 Nov 2022,07 Dec 2022,34,3,https://www.careerjunction.co.za/project-engineer-electrical-mining-contract-job-2485838.aspx
372,Senior Engineering Geologist at SMEC South Africa,Lesotho,Contract Senior position,SMEC South Africa,Undisclosed,,03 Dec 2022,19 Dec 2022,16,15,https://www.careerjunction.co.za/senior-engineering-geologist-at-smec-south-africa-job-2492709.aspx
373,Production Manager at SFG Engineering Services,"Cape Town CBD, Western Cape",Permanent Senior position,SFG Engineering Services,R Undisclosed,,03 Dec 2022,28 Dec 2022,25,24,https://www.careerjunction.co.za/production-manager-at-sfg-engineering-services-job-2493911.aspx
374,Supervisor Engineering Shafts at South Deep Gold Mine,"Westonaria, Gauteng",Permanent Intermediate position,Gold Fields,R Undisclosed,,01 Dec 2022,08 Dec 2022,7,4,https://www.careerjunction.co.za/supervisor-engineering-shafts-at-south-deep-gold-mine-job-2494884.aspx
375,General Engineering Supervisor (TMM Underground)  at Ntice Search,"Northern Cape, South Africa",Permanent Management position,Ntice Sourcing Solutions,R Undisclosed,,01 Dec 2022,20 Dec 2022,19,16,https://www.careerjunction.co.za/general-engineering-supervisor-tmm-underground-at-ntice-search-job-2493605.aspx
376,Engineering Lead,"Johannesburg, Gauteng",Permanent Intermediate position,Boardroom Appointments,R Undisclosed,,30 Nov 2022,29 Dec 2022,29,25,https://www.careerjunction.co.za/engineering-lead-job-2494689.aspx
377,Technical and Training Manager at ECG Engineering and Consulting Group,"Centurion, Gauteng",Contract Management position,ECG Engineering and Consulting Group,Undisclosed,,29 Nov 2022,02 Jan 2023,34,29,https://www.careerjunction.co.za/technical-and-training-manager-at-ecg-engineering-and-consulting-group-job-2494580.aspx
378,Internal Sales - Engineering,"Bethlehem, Free State",Permanent Intermediate position,SKA Recruitment,"R15,000 - R16,000 per month",15000.0,30 Nov 2022,07 Dec 2022,7,3,https://www.careerjunction.co.za/internal-sales-engineering-job-2491067.aspx
379,Internal Sales - Engineering,"Bloemfontein, Free State",Permanent Intermediate position,SKA Recruitment,"R14,000 - R16,000 per month",14000.0,30 Nov 2022,07 Dec 2022,7,3,https://www.careerjunction.co.za/internal-sales-engineering-job-2491065.aspx
380,Engineering Instructor - Navigation at Air Traffic and Navigation Services,"East Rand, Gauteng",Permanent Intermediate position,Air Traffic and Navigation Services,R Undisclosed,,29 Nov 2022,12 Dec 2022,13,8,https://www.careerjunction.co.za/engineering-instructor-navigation-at-air-traffic-and-navigation-services-job-2494543.aspx
381,Engineering Technical Sales,"East Rand, Gauteng",Permanent Junior position,Lotus Recruitment,Undisclosed,,29 Nov 2022,02 Jan 2023,34,29,https://www.careerjunction.co.za/engineering-technical-sales-job-2494538.aspx
382,Engineering Coordinator at Shatterprufe- Neave,"Port Elizabeth, Eastern Cape",Permanent Senior position,PG Group,Undisclosed,,28 Nov 2022,05 Dec 2022,7,1,https://www.careerjunction.co.za/engineering-coordinator-at-shatterprufe-neave-job-2490728.aspx
383,Solutions Architect (Mining/Engineering/Manufacturing) contract (TB) at Mediro ICT,"Pretoria Region, Gauteng",Contract Management position,Mediro Application Consulting,R Undisclosed,,03 Dec 2022,16 Dec 2022,13,12,https://www.careerjunction.co.za/solutions-architect-mining-engineering-manufacturing-contract-tb-at-mediro-ict-job-2492842.aspx
384,Engineering Specialist,"Brooklyn, Gauteng",Permanent Specialist position,Tipp Focus,R Undisclosed,,03 Dec 2022,20 Dec 2022,17,16,https://www.careerjunction.co.za/engineering-specialist-job-2492756.aspx
385,Junior Draughtsman at SFG Engineering Services,"Cape Town CBD, Western Cape",Permanent Junior position,SFG Engineering Services,R Undisclosed,,03 Dec 2022,28 Dec 2022,25,24,https://www.careerjunction.co.za/junior-draughtsman-at-sfg-engineering-services-job-2493857.aspx
386,Engineering Lead II,"Johannesburg North (Johannesburg North), Gauteng",Contract Senior position,Psybergate Pty Ltd,R Undisclosed,,25 Nov 2022,15 Dec 2022,20,11,https://www.careerjunction.co.za/engineering-lead-ii-job-2492859.aspx
387,AWS Data Engineering Trainee - T_004,"Pretoria, Gauteng",Contract Intermediate position,Jordan HR,R Undisclosed,,24 Nov 2022,06 Dec 2022,12,2,https://www.careerjunction.co.za/aws-data-engineering-trainee-t-004-job-2491469.aspx
388,Senior Specialist: Engineering (Design Thinking) - Pretoria,"Pretoria CBD, Gauteng",Permanent Specialist position,Kwena Human Capital,Undisclosed,,01 Dec 2022,04 Jan 2023,34,31,https://www.careerjunction.co.za/senior-specialist-engineering-design-thinking-pretoria-job-2494817.aspx
389,Specialist: Business Engineering Foresight & Innovation,"Pretoria, Gauteng",Permanent Senior position,Carlysle Human Capital,R Undisclosed,,01 Dec 2022,20 Dec 2022,19,16,https://www.careerjunction.co.za/specialist-business-engineering-foresight-%26-innovation-job-2493589.aspx
390,Senior Specialist: Engineering,"Pretoria, Gauteng",Permanent Senior position,Praesignis (Pty) LTD,R Undisclosed,,01 Dec 2022,29 Dec 2022,28,25,https://www.careerjunction.co.za/senior-specialist-engineering-job-2494799.aspx
391,Diesel Technician at SFG Engineering Services PTY LTD,"Port Elizabeth, Eastern Cape",Permanent Senior position,SFG Engineering Services,Undisclosed,,30 Nov 2022,07 Dec 2022,7,3,https://www.careerjunction.co.za/diesel-technician-at-sfg-engineering-services-pty-ltd-job-2491111.aspx
392,Senior Plant Operator at SFG Engineering Services PTY LTD,"Cape Town CBD, Western Cape",Contract Intermediate position,SFG Engineering Services,Undisclosed,,29 Nov 2022,02 Jan 2023,34,29,https://www.careerjunction.co.za/senior-plant-operator-at-sfg-engineering-services-pty-ltd-job-2494520.aspx
393,Recovery Plant Operator at SFG Engineering Services PTY LTD,"Cape Town CBD, Western Cape",Contract Intermediate position,SFG Engineering Services,Undisclosed,,29 Nov 2022,02 Jan 2023,34,29,https://www.careerjunction.co.za/recovery-plant-operator-at-sfg-engineering-services-pty-ltd-job-2494516.aspx
394,Business Analyst (Industrial Engineering),"Johannesburg, Gauteng",Permanent Intermediate position,Boardroom Appointments,R Undisclosed,,28 Nov 2022,27 Dec 2022,29,23,https://www.careerjunction.co.za/business-analyst-industrial-engineering-job-2494236.aspx
395,Storeman Engineering,"Paarden Eiland, Western Cape",Permanent Intermediate position,Swift Human Resources,"R10,000 - R12,500 per month",10000.0,28 Nov 2022,05 Dec 2022,7,1,https://www.careerjunction.co.za/storeman-engineering-job-2490714.aspx
396,Metallurgist at SFG Engineering Services PTY LTD,"Montague Gardens, Western Cape",Permanent Senior position,SFG Engineering Services,Undisclosed,,28 Nov 2022,14 Dec 2022,16,10,https://www.careerjunction.co.za/metallurgist-at-sfg-engineering-services-pty-ltd-job-2492041.aspx
397,Boilermaker Foreman at SFG Engineering Services PTY LTD,"Montague Gardens, Western Cape",Permanent Senior position,SFG Engineering Services,Undisclosed,,28 Nov 2022,14 Dec 2022,16,10,https://www.careerjunction.co.za/boilermaker-foreman-at-sfg-engineering-services-pty-ltd-job-2492037.aspx
398,Specialist: Engineering: Fore sighting and Innovation (x2),"Midrand, Gauteng",Permanent Senior position,Recru-it,R Undisclosed,,27 Nov 2022,17 Dec 2022,20,13,https://www.careerjunction.co.za/specialist-engineering-fore-sighting-and-innovation-x2-job-2493204.aspx
399,Senior Claims Specialist – Marine & Engineering,"Johannesburg, Gauteng",Permanent Intermediate position,Manpower SA,"R24,000 - R26,000 per month",24000.0,27 Nov 2022,08 Dec 2022,11,4,https://www.careerjunction.co.za/senior-claims-specialist-marine-%26-engineering-job-2491911.aspx
400,Technical Engineering Underwriter,"Johannesburg, Gauteng",Permanent Intermediate EE position,ProApp HR Solutions,"R26,000 per month",26000.0,27 Nov 2022,13 Dec 2022,16,9,https://www.careerjunction.co.za/technical-engineering-underwriter-job-2491876.aspx
401,Hydraulic Pipe Fitter at SFG Engineering Services PTY LTD,"Paarden Eiland, Western Cape",Permanent Senior position,SFG Engineering Services,Undisclosed,,27 Nov 2022,13 Dec 2022,16,9,https://www.careerjunction.co.za/hydraulic-pipe-fitter-at-sfg-engineering-services-pty-ltd-job-2491847.aspx
402,Boilermaker -Welder at SFG Engineering Services PTY LTD,"Montague Gardens, Western Cape",Permanent Senior position,SFG Engineering Services,Undisclosed,,27 Nov 2022,14 Dec 2022,17,10,https://www.careerjunction.co.za/boilermaker-welder-at-sfg-engineering-services-pty-ltd-job-2492035.aspx
403,Junior Draughtsman at SFG Engineering Services PTY LTD,"Paarden Eiland, Western Cape",Permanent Senior position,SFG Engineering Services,Undisclosed,,26 Nov 2022,13 Dec 2022,17,9,https://www.careerjunction.co.za/junior-draughtsman-at-sfg-engineering-services-pty-ltd-job-2491849.aspx
404,Hydraulic Technician at SFG Engineering Services PTY LTD,"Paarden Eiland, Western Cape",Permanent Senior position,SFG Engineering Services,Undisclosed,,26 Nov 2022,13 Dec 2022,17,9,https://www.careerjunction.co.za/hydraulic-technician-at-sfg-engineering-services-pty-ltd-job-2491843.aspx
405,Sales Manager – Piping / Engineering Industry,"Johannesburg, Gauteng",Permanent Intermediate position,Talentsphere,R Undisclosed,,26 Nov 2022,07 Dec 2022,11,3,https://www.careerjunction.co.za/sales-manager-piping-engineering-industry-job-2491770.aspx
406,ENGINEERING PLANNER,"Kathu, Northern Cape",Permanent Senior position,Swift Human Resources,"R60,000 - R70,000 per month",60000.0,25 Nov 2022,15 Dec 2022,20,11,https://www.careerjunction.co.za/engineering-planner-job-2492871.aspx
407,Senior Structural / Mechanical Designer (Bulk Materials Handling Systems),"Johannesburg Region, Gauteng",Permanent Senior position,The Talent Experts,"R66,700 - R83,300 per month",66700.0,03 Dec 2022,28 Dec 2022,25,24,https://www.careerjunction.co.za/senior-structural-mechanical-designer-bulk-materials-handling-systems-job-2493944.aspx
408,Intermediate UX Designer at Headhunters,"Johannesburg Region, Gauteng",Permanent Intermediate position,Headhunters (Head Office),R Undisclosed,,03 Dec 2022,15 Dec 2022,12,11,https://www.careerjunction.co.za/intermediate-ux-designer-at-headhunters-job-2492700.aspx
409,Senior Software Developer: Pipelines at NRF National Research Foundation,"Observatory, Western Cape",Permanent Specialist position,National Research Foundation,R Undisclosed,,03 Dec 2022,05 Dec 2022,2,1,https://www.careerjunction.co.za/senior-software-developer-pipelines-at-nrf-national-research-foundation-job-2493840.aspx
410,Full Stack C# Developer (PTA) at Datafin Recruitment,"Pretoria, Gauteng",Permanent Executive position,Datafin,R Undisclosed,,03 Dec 2022,14 Dec 2022,11,10,https://www.careerjunction.co.za/full-stack-c%23-developer-pta-at-datafin-recruitment-job-2492857.aspx
411,UI Designer at Glucode,"Sandton, Gauteng",Permanent Senior position,Glucode,"R40,000 per month",40000.0,02 Dec 2022,09 Dec 2022,7,5,https://www.careerjunction.co.za/ui-designer-at-glucode-job-2491354.aspx
412,Business Systems Analyst at Talanos Cybersecurity,"United Kingdom
 / Work From Home",Permanent Intermediate position,Talanos Cybersecurity,Undisclosed,,03 Dec 2022,20 Dec 2022,17,16,https://www.careerjunction.co.za/business-systems-analyst-at-talanos-cybersecurity-job-2492765.aspx
413,Azure Developer (Intermediate-Senior),"Johannesburg North (Johannesburg North), Gauteng",Contract Senior position,Network Contracting Solutions,R500.00 - R650.00 per hour,80000.0,01 Dec 2022,04 Jan 2023,34,31,https://www.careerjunction.co.za/azure-developer-intermediate-senior-job-2494945.aspx
414,Senior Systems Analyst,"Cape Town CBD, Western Cape",Permanent Management EE position,Phanda Personnel,R Undisclosed,,03 Dec 2022,28 Dec 2022,25,24,https://www.careerjunction.co.za/senior-systems-analyst-job-2493956.aspx
415,"Embedded Developer ""C"" at Datafin Recruitment","Bellville, Western Cape",Permanent Executive position,Datafin,R Undisclosed,,03 Dec 2022,22 Dec 2022,19,18,https://www.careerjunction.co.za/embedded-developer-c-at-datafin-recruitment-job-2493908.aspx
416,Mechanical Engineering Technician/Technologist,"Cape Town, Western Cape",Permanent Intermediate position,iOCO Recruitment Solutions,R Undisclosed,,03 Dec 2022,19 Dec 2022,16,15,https://www.careerjunction.co.za/mechanical-engineering-technician-technologist-job-2492749.aspx
417,2x Solutions Developer (Implementation and Support at Abantu Staffing Solutions,"Durban Region, KwaZulu-Natal",Permanent Intermediate position,Abantu Staffing Solutions,R Undisclosed,,03 Dec 2022,25 Dec 2022,22,21,https://www.careerjunction.co.za/2x-solutions-developer-implementation-and-support-at-abantu-staffing-solutions-job-2494100.aspx
418,Software Developer,"Sandown, Gauteng",Permanent Senior position,Vital Element (Pty) Ltd,Undisclosed,,03 Dec 2022,29 Dec 2022,26,25,https://www.careerjunction.co.za/software-developer-job-2494098.aspx
419,ERP Systems Analyst at Datafin Recruitment,"Durbanville, Western Cape",Permanent Executive position,Datafin,R Undisclosed,,03 Dec 2022,05 Dec 2022,2,1,https://www.careerjunction.co.za/erp-systems-analyst-at-datafin-recruitment-job-2491491.aspx
420,Senior Power BI Developer LWBI at Mediro ICT,"Pretoria Region, Gauteng",Contract Senior position,Mediro Application Consulting,R Undisclosed,,03 Dec 2022,16 Dec 2022,13,12,https://www.careerjunction.co.za/senior-power-bi-developer-lwbi-at-mediro-ict-job-2492796.aspx
421,UX System Analyst at Rand Mutual Assurance,"Johannesburg Region, Gauteng",Permanent Intermediate position,Rand Mutual Administration,R Undisclosed,,03 Dec 2022,23 Dec 2022,20,19,https://www.careerjunction.co.za/ux-system-analyst-at-rand-mutual-assurance-job-2493853.aspx
422,Full Stack PHP Developer,South Africa,Permanent Senior position,Elite Search and Selection,"R50,000 - R70,000 per month",50000.0,03 Dec 2022,06 Dec 2022,3,2,https://www.careerjunction.co.za/full-stack-php-developer-job-2491405.aspx
423,2X Senior Java Developers,"Gauteng, South Africa",Permanent Intermediate EE position,iOCO Digital Talent,"R90,000 - R100,000 per month",90000.0,03 Dec 2022,15 Dec 2022,12,11,https://www.careerjunction.co.za/2x-senior-java-developers-job-2492809.aspx
424,Full Stack Java Developer 2,"Western Cape, South Africa",Permanent Intermediate position,Hi-Tech Cape Town,R Undisclosed,,03 Dec 2022,06 Dec 2022,3,2,https://www.careerjunction.co.za/full-stack-java-developer-2-job-2491434.aspx
425,Intermediate C# Developer  at SUMMIT Africa Recruitment,"Johannesburg Region, Gauteng",Permanent Intermediate position,SUMMIT Africa Recruitment,R Undisclosed,,03 Dec 2022,25 Dec 2022,22,21,https://www.careerjunction.co.za/intermediate-c%23-developer-at-summit-africa-recruitment-job-2494009.aspx
426,PHP Developer (Laravel),"Johannesburg, Gauteng",Permanent Senior position,Elite Search and Selection,R50 - R100 per month,50.0,03 Dec 2022,06 Dec 2022,3,2,https://www.careerjunction.co.za/php-developer-laravel-job-2491428.aspx
427,UI Designer at Glucode,"Sandown, Gauteng",Permanent Intermediate position,Glucode,"R30,000 per month",30000.0,01 Dec 2022,09 Dec 2022,8,5,https://www.careerjunction.co.za/ui-designer-at-glucode-job-2491353.aspx
428,Senior Software Developer at NRF National Research Foundation,"Observatory, Western Cape",Permanent Specialist position,National Research Foundation,R Undisclosed,,02 Dec 2022,05 Dec 2022,3,1,https://www.careerjunction.co.za/senior-software-developer-at-nrf-national-research-foundation-job-2493839.aspx
429,Salesforce Developer,"Midrand, Gauteng",Permanent Intermediate position,wePlace,R Undisclosed,,02 Dec 2022,22 Dec 2022,20,18,https://www.careerjunction.co.za/salesforce-developer-job-2493690.aspx
430,Junior Laravel/PHP Developer at Datafin Recruitment,"Cape Town, Western Cape",Permanent Junior position,Datafin,R Undisclosed,,03 Dec 2022,23 Dec 2022,20,19,https://www.careerjunction.co.za/junior-laravel-php-developer-at-datafin-recruitment-job-2494014.aspx
431,SAP MM Principal Enterprise Applications Consultant at Sabenza IT,"Johannesburg, Gauteng",Permanent Senior position,DCV Sabenza IT and Recruitment,R Undisclosed,,03 Dec 2022,29 Dec 2022,26,25,https://www.careerjunction.co.za/sap-mm-principal-enterprise-applications-consultant-at-sabenza-it-job-2494004.aspx
432,Go Developer (Hybrid JHB/PTA) at Datafin Recruitment,"Gauteng, South Africa",Permanent Executive position,Datafin,R Undisclosed,,02 Dec 2022,13 Dec 2022,11,9,https://www.careerjunction.co.za/go-developer-hybrid-jhb-pta-at-datafin-recruitment-job-2492642.aspx
433,PHP Developer (Hybrid JHB/PTA) at Datafin Recruitment,"Gauteng, South Africa",Permanent Executive position,Datafin,R Undisclosed,,02 Dec 2022,13 Dec 2022,11,9,https://www.careerjunction.co.za/php-developer-hybrid-jhb-pta-at-datafin-recruitment-job-2492640.aspx
434,Java Developer (Hybrid JHB/PTA) at Datafin Recruitment,"Gauteng, South Africa",Permanent Executive position,Datafin,R Undisclosed,,02 Dec 2022,13 Dec 2022,11,9,https://www.careerjunction.co.za/java-developer-hybrid-jhb-pta-at-datafin-recruitment-job-2492644.aspx
435,Mid-Senior Full Stack Developer (Remote) at Datafin Recruitment,"Cape Town, Western Cape",Permanent Intermediate position,Datafin,R Undisclosed,,03 Dec 2022,22 Dec 2022,19,18,https://www.careerjunction.co.za/mid-senior-full-stack-developer-remote-at-datafin-recruitment-job-2493975.aspx
436,Systems Analyst (Senior),"Johannesburg North (Johannesburg North), Gauteng",Contract Senior position,Network Contracting Solutions,R300.00 - R750.00 per hour,48000.0,03 Dec 2022,17 Dec 2022,14,13,https://www.careerjunction.co.za/systems-analyst-senior-job-2493961.aspx
437,Senior Software Developer DevOps at RecruiTech,"Gillits, KwaZulu-Natal",Permanent Senior position,RecruiTech,"R55,000 - R65,000 per month",55000.0,03 Dec 2022,28 Dec 2022,25,24,https://www.careerjunction.co.za/senior-software-developer-devops-at-recruitech-job-2493946.aspx
438,Senior .Net Developer at Datafin Recruitment,"Durbanville, Western Cape",Permanent Senior position,Datafin,R Undisclosed,,03 Dec 2022,22 Dec 2022,19,18,https://www.careerjunction.co.za/senior-net-developer-at-datafin-recruitment-job-2493937.aspx
439,"Junior Backend Developer (Java, MySQL) (JHB) at Datafin Recruitment","Johannesburg, Gauteng",Permanent Junior position,Datafin,R Undisclosed,,03 Dec 2022,22 Dec 2022,19,18,https://www.careerjunction.co.za/junior-backend-developer-java-mysql-jhb-at-datafin-recruitment-job-2493934.aspx
440,Automation Test Lead at Datafin Recruitment,"Century City, Western Cape",Permanent Senior position,Datafin,R Undisclosed,,03 Dec 2022,22 Dec 2022,19,18,https://www.careerjunction.co.za/automation-test-lead-at-datafin-recruitment-job-2493933.aspx
441,Senior Systems Analyst,"Cape Town, Western Cape",Permanent Senior position,Kamo Placements,R Undisclosed,,03 Dec 2022,04 Dec 2022,1,0,https://www.careerjunction.co.za/senior-systems-analyst-job-2493929.aspx
442,Snr Software Developer (Java & AWS) at Datafin Recruitment,"Century City, Western Cape",Permanent Senior position,Datafin,R Undisclosed,,03 Dec 2022,22 Dec 2022,19,18,https://www.careerjunction.co.za/snr-software-developer-java-%26-aws-at-datafin-recruitment-job-2493921.aspx
443,"Mid-Level Software Developer (NodeJS, Vue.js/React/Angular) at Datafin Recruitment","Bellville, Western Cape",Permanent Intermediate position,Datafin,R Undisclosed,,03 Dec 2022,22 Dec 2022,19,18,https://www.careerjunction.co.za/mid-level-software-developer-nodejs-vuejs-react-angular-at-datafin-recruitment-job-2493915.aspx
444,"Senior Software Developer (NodeJS, Vue.js/React/Angular) at Datafin Recruitment","Bellville, Western Cape",Permanent Senior position,Datafin,R Undisclosed,,03 Dec 2022,22 Dec 2022,19,18,https://www.careerjunction.co.za/senior-software-developer-nodejs-vuejs-react-angular-at-datafin-recruitment-job-2493914.aspx
445,Java Developer,"Centurion, Gauteng",Permanent Senior position,DCV Sabenza IT and Recruitment,Undisclosed,,03 Dec 2022,28 Dec 2022,25,24,https://www.careerjunction.co.za/java-developer-job-2493902.aspx
446,Senior C#.Net Developer at Datafin Recruitment,"Mowbray, Western Cape",Permanent Senior position,Datafin,R Undisclosed,,03 Dec 2022,13 Dec 2022,10,9,https://www.careerjunction.co.za/senior-c%23net-developer-at-datafin-recruitment-job-2492745.aspx
447,Automation Test Lead (Fully Remote) at Datafin Recruitment,"Cape Town, Western Cape",Permanent Executive position,Datafin,R Undisclosed,,03 Dec 2022,13 Dec 2022,10,9,https://www.careerjunction.co.za/automation-test-lead-fully-remote-at-datafin-recruitment-job-2492740.aspx
448,Front End Developer (Remote) at Datafin Recruitment,"Cape Town, Western Cape",Permanent Executive position,Datafin,R Undisclosed,,03 Dec 2022,13 Dec 2022,10,9,https://www.careerjunction.co.za/front-end-developer-remote-at-datafin-recruitment-job-2492739.aspx
449,Analyst Developer at iLaunch,"Cape Town Region, Western Cape",Contract Intermediate position,iLaunch,R Undisclosed,,03 Dec 2022,15 Dec 2022,12,11,https://www.careerjunction.co.za/analyst-developer-at-ilaunch-job-2492735.aspx
450,AI Platform Software Developer - Semi Remote - R750 Per hour at e-Merge IT Recruitment,"Johannesburg, Gauteng
 / Work From Home",Permanent Senior position,e-Merge IT Recruitment,"R120,000 per month",120000.0,03 Dec 2022,19 Dec 2022,16,15,https://www.careerjunction.co.za/ai-platform-software-developer-semi-remote-r750-per-hour-at-e-merge-it-recruitment-job-2492684.aspx
451,Full stack mobile Developer ( React Native),"Cape Town CBD, Western Cape",Permanent Senior position,MIT Recruitment,Undisclosed,,01 Dec 2022,26 Dec 2022,25,22,https://www.careerjunction.co.za/full-stack-mobile-developer-react-native-job-2493506.aspx
452,Senior Java Developer  at Reverside,"Gauteng, South Africa",Permanent Senior position,Reverside Professional Services,Commission Only,,02 Dec 2022,05 Jan 2023,34,32,https://www.careerjunction.co.za/senior-java-developer-at-reverside-job-2495067.aspx
453,Full Stack Cloud Software Developer - R_1928,"Pretoria, Gauteng",Contract Intermediate position,Jordan HR,R Undisclosed,,01 Dec 2022,13 Dec 2022,12,9,https://www.careerjunction.co.za/full-stack-cloud-software-developer-r-1928-job-2492417.aspx
454,Artificial Intelligence and Machine Learning Senior Specialist - Randburg - up to R960k per annum,"Randburg, Gauteng",Permanent Senior position,e-Merge IT Recruitment,"R80,000 per month",80000.0,02 Dec 2022,05 Jan 2023,34,32,https://www.careerjunction.co.za/artificial-intelligence-and-machine-learning-senior-specialist-randburg-up-to-r960k-per-annum-job-2495026.aspx
455,Software Developer at Headhunters,"Eastern Cape, South Africa",Permanent Intermediate position,Headhunters (Head Office),R Undisclosed,,02 Dec 2022,01 Jan 2023,30,28,https://www.careerjunction.co.za/software-developer-at-headhunters-job-2495013.aspx
456,Team Lead Software Developer at Ntice Search,"Umhlanga Ridge, KwaZulu-Natal",Permanent Intermediate position,Ntice Sourcing Solutions,R Undisclosed,,01 Dec 2022,29 Dec 2022,28,25,https://www.careerjunction.co.za/team-lead-software-developer-at-ntice-search-job-2494881.aspx
457,Junior IT Technician (Durban) at Mancosa,"Durban Region, KwaZulu-Natal",Permanent Intermediate position,MANCOSA,R Undisclosed,,02 Dec 2022,14 Dec 2022,12,10,https://www.careerjunction.co.za/junior-it-technician-durban-at-mancosa-job-2492567.aspx
458,IT SOFTWARE DEVELOPER at AJ Personnel,"Johannesburg Region, Gauteng",Permanent Intermediate position,AJ Personnel,R Undisclosed,,02 Dec 2022,23 Dec 2022,21,19,https://www.careerjunction.co.za/it-software-developer-at-aj-personnel-job-2493831.aspx
459,Business Systems Analyst,"Johannesburg North (Johannesburg North), Gauteng",Permanent Intermediate position,Dynexity,"R66,700 - R70,800 per month",66700.0,02 Dec 2022,21 Dec 2022,19,17,https://www.careerjunction.co.za/business-systems-analyst-job-2493693.aspx
460,Engineering Manager at Abantu Staffing Solutions,"Eastern Cape, South Africa",Permanent Senior position,Abantu Staffing Solutions,R Undisclosed,,02 Dec 2022,14 Dec 2022,12,10,https://www.careerjunction.co.za/engineering-manager-at-abantu-staffing-solutions-job-2492440.aspx
461,Senior software dev,"Gauteng, South Africa",Permanent Intermediate position,Hi-Tech Cape Town,"R60,000 - R83,300 per month",60000.0,01 Dec 2022,21 Dec 2022,20,17,https://www.careerjunction.co.za/senior-software-dev-job-2493566.aspx
462,Senior Java JavaScript Developer - Semi Remote - R640 per hour at e-Merge IT Recruitment,"Johannesburg, Gauteng",Contract Senior position,e-Merge IT Recruitment,Undisclosed,,02 Dec 2022,19 Dec 2022,17,15,https://www.careerjunction.co.za/senior-java-javascript-developer-semi-remote-r640-per-hour-at-e-merge-it-recruitment-job-2492673.aspx
463,Full Stack Rails Developer at Glucode,"Sandown, Gauteng
 / Work From Home",Permanent Senior position,Glucode,"R90,000 per month",90000.0,01 Dec 2022,09 Dec 2022,8,5,https://www.careerjunction.co.za/full-stack-rails-developer-at-glucode-job-2491352.aspx
464,Software Developer and Cloud Specialist,"Midrand, Gauteng",Contract Senior position,DCV Sabenza IT and Recruitment,Undisclosed,,02 Dec 2022,28 Dec 2022,26,24,https://www.careerjunction.co.za/software-developer-and-cloud-specialist-job-2493845.aspx
465,Delphi Developer at Universal Healthcare,"Sunninghill, Gauteng",Permanent Senior position,Universal Healthcare,R Undisclosed,,02 Dec 2022,27 Dec 2022,25,23,https://www.careerjunction.co.za/delphi-developer-at-universal-healthcare-job-2493682.aspx
466,Analyst Programmer at Old Mutual Finance,"Cape Town CBD, Western Cape",Permanent Intermediate position,Old Mutual (Finance),Undisclosed,,02 Dec 2022,18 Dec 2022,16,14,https://www.careerjunction.co.za/analyst-programmer-at-old-mutual-finance-job-2492511.aspx
