,Job Title,Location,Job Type,Company,Salary,Monthly Salary,Posting Date,Expiry Date,Ad Duration (Days),Days before expiry,Link
178,Embedded Software Engineer (Netherlands),"Johannesburg North (Johannesburg North), Gauteng",Permanent Intermediate position,SciTech Placements (Pty) Ltd,"R50,000 - R90,000 per month",50000.0,01 Dec 2022,16 Dec 2022,15,12,https://www.careerjunction.co.za/embedded-software-engineer-netherlands-job-2493669.aspx
179,Senior Engineer at Smec South Africa,"Pretoria Region, Gauteng",Permanent Specialist position,SMEC South Africa,Undisclosed,,28 Nov 2022,05 Dec 2022,7,1,https://www.careerjunction.co.za/senior-engineer-at-smec-south-africa-job-2490626.aspx
180,Roads Resident Engineer,"Johannesburg Region, Gauteng",Permanent Senior position,InspHired Recruitment Solutions,Undisclosed,,28 Nov 2022,06 Dec 2022,8,2,https://www.careerjunction.co.za/roads-resident-engineer-job-2490835.aspx
181,Senior Finance Officer at Aleng Electrical Engineers PTY (Ltd),"Midrand, Gauteng",Contract Senior position,Aleng Group,R Undisclosed,,01 Dec 2022,08 Dec 2022,7,4,https://www.careerjunction.co.za/senior-finance-officer-at-aleng-electrical-engineers-pty-ltd-job-2491301.aspx
182,Senior Data Engineer - Remote - R1.2m Per Annum at e-Merge IT Recruitment,"Johannesburg, Gauteng",Permanent Senior position,e-Merge IT Recruitment,"R100,000 per month",100000.0,28 Nov 2022,15 Dec 2022,17,11,https://www.careerjunction.co.za/senior-data-engineer-remote-r12m-per-annum-at-e-merge-it-recruitment-job-2492176.aspx
183,PROJECT ENGINEER MECHANICAL/PIPING at dwc,"Sandown, Gauteng",Permanent Senior position,David Waterland Construction,"R100,000 - R200,000 per month",100000.0,01 Dec 2022,18 Dec 2022,17,14,https://www.careerjunction.co.za/project-engineer-mechanical-piping-at-dwc-job-2492452.aspx
184,EUC Support Engineer (Deskside Support Engineer),"Cape Town, Western Cape",Permanent Intermediate EE position,iOCO Digital Talent,"R27,500 - R37,500 per month",27500.0,28 Nov 2022,27 Dec 2022,29,23,https://www.careerjunction.co.za/euc-support-engineer-deskside-support-engineer-job-2494346.aspx
185,Cloud DevOps Engineer - Sunninghill - up to R100k Per Month at e-Merge IT Recruitment,"Sunninghill, Gauteng",Permanent Senior position,e-Merge IT Recruitment,Undisclosed,,28 Nov 2022,01 Jan 2023,34,28,https://www.careerjunction.co.za/cloud-devops-engineer-sunninghill-up-to-r100k-per-month-at-e-merge-it-recruitment-job-2494362.aspx
186,Data Quality Engineer,"Johannesburg, Gauteng
 / Work From Home",Contract Senior position,Sambe Services,Undisclosed,,28 Nov 2022,15 Dec 2022,17,11,https://www.careerjunction.co.za/data-quality-engineer-job-2492301.aspx
187,IT Infrastructure Engineer (Transport and Logistics),"Boksburg, Gauteng",Permanent Specialist position,Professional Sourcing,Undisclosed,,28 Nov 2022,01 Jan 2023,34,28,https://www.careerjunction.co.za/it-infrastructure-engineer-transport-and-logistics-job-2487051.aspx
188,Cloud/Linux Engineer,"Johannesburg, Gauteng",Contract Intermediate position,DCV Sabenza IT and Recruitment,Undisclosed,,28 Nov 2022,01 Jan 2023,34,28,https://www.careerjunction.co.za/cloud-linux-engineer-job-2494329.aspx
189,IOS Software Engineer,"Cape Town CBD, Western Cape",Permanent Intermediate position,MIT Recruitment,Undisclosed,,01 Dec 2022,27 Dec 2022,26,23,https://www.careerjunction.co.za/ios-software-engineer-job-2493660.aspx
190,Embedded Software Engineer at Datafin Recruitment,"Pinelands, Western Cape",Permanent Executive position,Datafin,R Undisclosed,,01 Dec 2022,21 Dec 2022,20,17,https://www.careerjunction.co.za/embedded-software-engineer-at-datafin-recruitment-job-2493678.aspx
191,Lead Electrical Engineer,"Johannesburg, Gauteng",Permanent Intermediate EE position,Ultra Personnel cc,R Undisclosed,,01 Dec 2022,29 Dec 2022,28,25,https://www.careerjunction.co.za/lead-electrical-engineer-job-2494898.aspx
192,Industrial Engineer,"Gqebera, Eastern Cape",Permanent Intermediate position,GP Consult,"R16,000 - R20,000 per month",16000.0,28 Nov 2022,27 Dec 2022,29,23,https://www.careerjunction.co.za/industrial-engineer-job-2494280.aspx
193,QA Automation Engineer at Ntice Search,"Cape Town, Western Cape",Permanent Intermediate position,Ntice Sourcing Solutions,R Undisclosed,,28 Nov 2022,26 Dec 2022,28,22,https://www.careerjunction.co.za/qa-automation-engineer-at-ntice-search-job-2494276.aspx
194,Applications Engineer,"Kempton Park, Gauteng",Permanent Intermediate position,Jordan HR,"R40,000 - R45,000 per month",40000.0,28 Nov 2022,14 Dec 2022,16,10,https://www.careerjunction.co.za/applications-engineer-job-2492096.aspx
195,Software Development Engineer (Junior),"Randburg, Gauteng",Permanent Junior position,Let's Recruit,Undisclosed,,28 Nov 2022,01 Jan 2023,34,28,https://www.careerjunction.co.za/software-development-engineer-junior-job-2488418.aspx
196,Mechanical Projects Engineer,"Johannesburg, Gauteng",Permanent Intermediate position,Ultra Personnel cc,R Undisclosed,,01 Dec 2022,10 Dec 2022,9,6,https://www.careerjunction.co.za/mechanical-projects-engineer-job-2492376.aspx
197,Cloud Engineer / Developer - Cape Town - R900k Per Annum at E-Merge IT Recruitment,"Cape Town CBD, Western Cape",Permanent Senior position,e-Merge IT Recruitment,"R75,000 per month",75000.0,28 Nov 2022,01 Jan 2023,34,28,https://www.careerjunction.co.za/cloud-engineer-developer-cape-town-r900k-per-annum-at-e-merge-it-recruitment-job-2494205.aspx
198,Junior RF Hardware Engineer,"Pretoria Region, Gauteng",Permanent Junior position,Let's Recruit,Undisclosed,,28 Nov 2022,01 Jan 2023,34,28,https://www.careerjunction.co.za/junior-rf-hardware-engineer-job-2478023.aspx
199,Senior Engineer Mechanical Integration,"Lephalale, Limpopo",Permanent Specialist position,MPC Recruitment (MPC Recruitment),Undisclosed,,01 Dec 2022,04 Jan 2023,34,31,https://www.careerjunction.co.za/senior-engineer-mechanical-integration-job-2494838.aspx
200,Field Support Engineer,"Secunda, Mpumalanga",Permanent Intermediate position,iOCO Recruitment Solutions,R Undisclosed,,29 Nov 2022,25 Dec 2022,26,21,https://www.careerjunction.co.za/field-support-engineer-job-2493402.aspx
201,Site Reliability Engineer,"Brackenfell, Western Cape",Permanent Senior position,DCV Sabenza IT and Recruitment,Undisclosed,,28 Nov 2022,05 Dec 2022,7,1,https://www.careerjunction.co.za/site-reliability-engineer-job-2490697.aspx
202,VMWare Technical Support Engineer,"Menlyn, Gauteng
 / Work From Home",Permanent Junior position,Active Recruitment,"R15,000 - R25,000 per month",15000.0,28 Nov 2022,05 Dec 2022,7,1,https://www.careerjunction.co.za/vmware-technical-support-engineer-job-2490694.aspx
203,Data Engineer,"Centurion, Gauteng
 / Work From Home",Permanent Intermediate position,Active Recruitment,"R40,000 - R50,000 per month",40000.0,28 Nov 2022,05 Dec 2022,7,1,https://www.careerjunction.co.za/data-engineer-job-2490698.aspx
204,Mid - Level Data Engineer - REMOTE - R700k Per Annum at e-Merge IT Recruitment,"Johannesburg, Gauteng
 / Work From Home",Permanent Senior position,e-Merge IT Recruitment,"R58,300 per month",58300.0,28 Nov 2022,14 Dec 2022,16,10,https://www.careerjunction.co.za/mid-level-data-engineer-remote-r700k-per-annum-at-e-merge-it-recruitment-job-2492129.aspx
205,Jnr Electrical Procurement Engineer,"Fourways, Gauteng",Permanent Junior position,Helen Wilson Recruitment,"R25,000 per month",25000.0,28 Nov 2022,05 Dec 2022,7,1,https://www.careerjunction.co.za/jnr-electrical-procurement-engineer-job-2490688.aspx
206,Project Engineer at Schweitzer Engineering Laboratories,"Centurion, Gauteng",Permanent Intermediate position,Schweitzer Engineering Laboratories,R Undisclosed,,27 Nov 2022,05 Dec 2022,8,1,https://www.careerjunction.co.za/project-engineer-at-schweitzer-engineering-laboratories-job-2490562.aspx
207,Supplier Readiness Engineer - Automotive Manufacturing - Kariega,"Kariega, Eastern Cape",Permanent Specialist EE position,Kwena Human Capital,Undisclosed,,01 Dec 2022,04 Jan 2023,34,31,https://www.careerjunction.co.za/supplier-readiness-engineer-automotive-manufacturing-kariega-job-2494796.aspx
208,Software Engineer ( Machine Learning ),"Cape Town CBD, Western Cape",Permanent Senior position,MIT Recruitment,Undisclosed,,01 Dec 2022,26 Dec 2022,25,22,https://www.careerjunction.co.za/software-engineer-machine-learning-job-2493508.aspx
209,Senior Electrical Engineer (Ireland: Buildings services),"Johannesburg North (Johannesburg North), Gauteng",Permanent Intermediate position,SciTech Placements (Pty) Ltd,R Undisclosed,,01 Dec 2022,09 Dec 2022,8,5,https://www.careerjunction.co.za/senior-electrical-engineer-ireland-buildings-services-job-2493482.aspx
210,Business Support and Development Engineer - Permanent / Johannesburg - Up to R1.2m per annum at e-Merge IT Recruitment,"Johannesburg, Gauteng",Permanent Senior position,e-Merge IT Recruitment,"R91,700 - R100,000 per month",91700.0,28 Nov 2022,14 Dec 2022,16,10,https://www.careerjunction.co.za/business-support-and-development-engineer-permanent-johannesburg-up-to-r12m-per-annum-at-e-merge-it-recruitment-job-2492114.aspx
211,FrontEnd Javascript Software Engineer,"Cape Town CBD, Western Cape",Permanent Senior position,MIT Recruitment,Undisclosed,,01 Dec 2022,26 Dec 2022,25,22,https://www.careerjunction.co.za/frontend-javascript-software-engineer-job-2493501.aspx
212,Senior DevOps Engineer,"Centurion, Gauteng
 / Work From Home",Contract Senior position,SISOL LABOUR PROJECTS (PTY) LTD,Undisclosed,,28 Nov 2022,01 Jan 2023,34,28,https://www.careerjunction.co.za/senior-devops-engineer-job-2494176.aspx
213,Data Engineer,"Midrand, Gauteng",Contract Intermediate EE position,DCV Sabenza IT and Recruitment,Undisclosed,,27 Nov 2022,05 Dec 2022,8,1,https://www.careerjunction.co.za/data-engineer-job-2490602.aspx
214,Desktop Support Engineer (PE) at Datafin Recruitment,"Gqebera, Eastern Cape",Permanent Executive position,Datafin,R Undisclosed,,29 Nov 2022,09 Dec 2022,10,5,https://www.careerjunction.co.za/desktop-support-engineer-pe-at-datafin-recruitment-job-2492311.aspx
215,AWS Cloud Engineer,"Johannesburg, Gauteng",Permanent Intermediate position,Boardroom Appointments,R Undisclosed,,27 Nov 2022,26 Dec 2022,29,22,https://www.careerjunction.co.za/aws-cloud-engineer-job-2494170.aspx
216,Tier 2 Support Engineer (SQL/Oracle) at Datafin Recruitment,"Stellenbosch, Western Cape",Permanent Executive position,Datafin,R Undisclosed,,29 Nov 2022,27 Dec 2022,28,23,https://www.careerjunction.co.za/tier-2-support-engineer-sql-oracle-at-datafin-recruitment-job-2494396.aspx
217,Process Engineer,"Johannesburg, Gauteng
 / Work From Home",Contract Intermediate position,Digiterra,Undisclosed,,30 Nov 2022,03 Jan 2023,34,30,https://www.careerjunction.co.za/process-engineer-job-2494785.aspx
218,Senior Engineer - Water Sewage,"Centurion, Gauteng",Permanent Senior position,Manpower SA,"R79,200 - R91,700 per month",79200.0,27 Nov 2022,09 Dec 2022,12,5,https://www.careerjunction.co.za/senior-engineer-water-sewage-job-2492065.aspx
219,Level 2 Support Engineer,"Durban North, KwaZulu-Natal",Permanent Intermediate position,VBT IT Solutions,R Undisclosed,,27 Nov 2022,13 Dec 2022,16,9,https://www.careerjunction.co.za/level-2-support-engineer-job-2491958.aspx
220,Junior Mechanical Design Engineer (Solar PV & Battery Storage),"Johannesburg Region, Gauteng",Permanent Junior position,The Talent Experts,"R20,000 - R25,000 per month",20000.0,27 Nov 2022,14 Dec 2022,17,10,https://www.careerjunction.co.za/junior-mechanical-design-engineer-solar-pv-%26-battery-storage-job-2492045.aspx
221,Avaya Engineer,"Johannesburg, Gauteng",Permanent Intermediate position,Boardroom Appointments,R Undisclosed,,27 Nov 2022,26 Dec 2022,29,22,https://www.careerjunction.co.za/avaya-engineer-job-2494168.aspx
222,Azure DevOps Engineer,"Johannesburg, Gauteng",Permanent Intermediate position,Boardroom Appointments,R Undisclosed,,27 Nov 2022,26 Dec 2022,29,22,https://www.careerjunction.co.za/azure-devops-engineer-job-2494171.aspx
223,MEP Engineer/Building System Designer,"Cape Town Region, Western Cape",Contract Executive position,Exclusively Remote,R Undisclosed,,27 Nov 2022,31 Dec 2022,34,27,https://www.careerjunction.co.za/mep-engineer-building-system-designer-job-2494167.aspx
224,Senior Project Mechanical Engineer (Ireland: Building services),"Johannesburg North (Johannesburg North), Gauteng",Permanent Intermediate position,SciTech Placements (Pty) Ltd,"R66,700 - R91,700 per month",66700.0,30 Nov 2022,09 Dec 2022,9,5,https://www.careerjunction.co.za/senior-project-mechanical-engineer-ireland-building-services-job-2493483.aspx
225,Backup Engineer (Commvault),"Johannesburg Region, Gauteng",Permanent Senior EE position,Tier 1 Consultants,Undisclosed,,27 Nov 2022,05 Dec 2022,8,1,https://www.careerjunction.co.za/backup-engineer-commvault-job-2490560.aspx
226,IOS Software Engineer,"Cape Town CBD, Western Cape",Permanent Intermediate position,MIT Recruitment,Undisclosed,,30 Nov 2022,26 Dec 2022,26,22,https://www.careerjunction.co.za/ios-software-engineer-job-2493509.aspx
227,Senior Project Electrical Engineer (Ireland: Building Services),"Johannesburg North (Johannesburg North), Gauteng",Permanent Intermediate position,SciTech Placements (Pty) Ltd,R Undisclosed,,30 Nov 2022,08 Dec 2022,8,4,https://www.careerjunction.co.za/senior-project-electrical-engineer-ireland-building-services-job-2493486.aspx
228,Remote Intermediate Software Engineer (BSc Honours) (JHB) at Datafin Recruitment,"Woodmead, Gauteng",Permanent Intermediate position,Datafin,R Undisclosed,,30 Nov 2022,28 Dec 2022,28,24,https://www.careerjunction.co.za/remote-intermediate-software-engineer-bsc-honours-jhb-at-datafin-recruitment-job-2494706.aspx
229,Embedded Software Engineer (Netherlands),"Johannesburg North (Johannesburg North), Gauteng",Permanent Intermediate position,SciTech Placements (Pty) Ltd,R Undisclosed,,30 Nov 2022,10 Dec 2022,10,6,https://www.careerjunction.co.za/embedded-software-engineer-netherlands-job-2493469.aspx
230,Application Security Engineer,"Cape Town, Western Cape",Permanent Intermediate position,Recru-it,R Undisclosed,,27 Nov 2022,08 Dec 2022,11,4,https://www.careerjunction.co.za/application-security-engineer-job-2493260.aspx
231,Citrix Support Engineer at Datafin Recruitment,"Cape Town, Western Cape",Permanent Executive position,Datafin,R Undisclosed,,27 Nov 2022,16 Dec 2022,19,12,https://www.careerjunction.co.za/citrix-support-engineer-at-datafin-recruitment-job-2493215.aspx
232,Embedded/Firmware Engineer (C/C++) at Datafin Recruitment,"Cape Town, Western Cape",Permanent Executive position,Datafin,R Undisclosed,,27 Nov 2022,16 Dec 2022,19,12,https://www.careerjunction.co.za/embedded-firmware-engineer-c-c++-at-datafin-recruitment-job-2493173.aspx
233,Senior Full Stack C# Engineer (Remote/Hybrid) at Datafin Recruitment,"Cape Town, Western Cape",Permanent Senior position,Datafin,R Undisclosed,,27 Nov 2022,07 Dec 2022,10,3,https://www.careerjunction.co.za/senior-full-stack-c%23-engineer-remote-hybrid-at-datafin-recruitment-job-2491897.aspx
234,DevOps Engineer (Team Lead) (Remote) at Datafin Recruitment,"Century City, Western Cape",Permanent Senior position,Datafin,R Undisclosed,,27 Nov 2022,16 Dec 2022,19,12,https://www.careerjunction.co.za/devops-engineer-team-lead-remote-at-datafin-recruitment-job-2493175.aspx
235,Network Security Engineer at Datafin Recruitment,"Cape Town, Western Cape",Permanent Executive position,Datafin,R Undisclosed,,27 Nov 2022,16 Dec 2022,19,12,https://www.careerjunction.co.za/network-security-engineer-at-datafin-recruitment-job-2493195.aspx
236,Industrial Engineer,"Brooklyn, Gauteng",Permanent Specialist EE position,Kwena Human Capital,Undisclosed,,27 Nov 2022,22 Dec 2022,25,18,https://www.careerjunction.co.za/industrial-engineer-job-2493253.aspx
237,Explosives Engineer,"Carletonville, Gauteng",Permanent Senior position,Solar Mining Services,Undisclosed,,26 Nov 2022,04 Dec 2022,8,0,https://www.careerjunction.co.za/explosives-engineer-job-2490362.aspx
238,Desktop Engineer,"Century City, Western Cape",Permanent Intermediate position,Chosen Online,"R25,000 - R35,000 per month",25000.0,28 Nov 2022,06 Dec 2022,8,2,https://www.careerjunction.co.za/desktop-engineer-job-2490847.aspx
239,Electrical Engineer,"Westville, KwaZulu-Natal",Permanent Junior position,Assegai Recruitment (Pty) Ltd,"R30,000 - R35,000 per month",30000.0,30 Nov 2022,25 Dec 2022,25,21,https://www.careerjunction.co.za/electrical-engineer-job-2493353.aspx
240,Process Engineer III at Datonomy Solutions,"Johannesburg North (Johannesburg North), Gauteng",Contract Senior position,Datonomy Solutions (Cape Town),"R70,000 - R80,000 per month",70000.0,30 Nov 2022,28 Dec 2022,28,24,https://www.careerjunction.co.za/process-engineer-iii-at-datonomy-solutions-job-2494623.aspx
241,Design Engineer (Biomedical),"Pretoria Region, Gauteng",Permanent Intermediate position,Let's Recruit,Undisclosed,,27 Nov 2022,04 Dec 2022,7,0,https://www.careerjunction.co.za/design-engineer-biomedical-job-2490517.aspx
242,Epos Helpdesk engineer at YumaPOS,"United Kingdom
 / Work From Home",Permanent Specialist position,yumapos,"R20,000 - R30,000 per month",20000.0,26 Nov 2022,12 Dec 2022,16,8,https://www.careerjunction.co.za/epos-helpdesk-engineer-at-yumapos-job-2491773.aspx
243,Project Engineer,"Midrand, Gauteng",Permanent Senior position,T and T Academy,"R70,800 per month",70800.0,30 Nov 2022,25 Dec 2022,25,21,https://www.careerjunction.co.za/project-engineer-job-2493355.aspx
244,Tier-3 Support Engineer,"Cape Town, Western Cape",Permanent Senior position,Elite Search and Selection,"R30,000 - R40,000 per month",30000.0,28 Nov 2022,14 Dec 2022,16,10,https://www.careerjunction.co.za/tier-3-support-engineer-job-2494220.aspx
245,Tier-3 Support Engineer,"Cape Town, Western Cape",Permanent Senior position,Elite Search and Selection,"R20,000 - R30,000 per month",20000.0,28 Nov 2022,14 Dec 2022,16,10,https://www.careerjunction.co.za/tier-3-support-engineer-job-2494213.aspx
246,Hardware Engineer,"Pretoria Gardens, Gauteng",Permanent Junior position,Let's Recruit,Undisclosed,,28 Nov 2022,01 Jan 2023,34,28,https://www.careerjunction.co.za/hardware-engineer-job-2484847.aspx
247,Desktop Support Engineer,"Eikenbosch, Western Cape",Permanent Senior position,Manpower SA,R Undisclosed,,28 Nov 2022,27 Dec 2022,29,23,https://www.careerjunction.co.za/desktop-support-engineer-job-2494198.aspx
248,Support Engineer Office,"Rosebank, Gauteng",Permanent Intermediate EE position,Bristow Talent & Associates,"R30,000 - R40,000 per month",30000.0,28 Nov 2022,01 Jan 2023,34,28,https://www.careerjunction.co.za/support-engineer-office-job-2494309.aspx
249,Support Engineer,"Durban Region, KwaZulu-Natal",Permanent Intermediate position,RecruiTech,"R50,000 - R60,000 per month",50000.0,28 Nov 2022,14 Dec 2022,16,10,https://www.careerjunction.co.za/support-engineer-job-2492067.aspx
250,Test Automation Engineer,"Centurion, Gauteng",Permanent Senior position,GoldenRule,R Undisclosed,,26 Nov 2022,22 Dec 2022,26,18,https://www.careerjunction.co.za/test-automation-engineer-job-2493162.aspx
251,Azure Cloud Systems Engineer,"Durban (Durban CBD), KwaZulu-Natal",Permanent Senior position,DCV Sabenza IT and Recruitment,R Undisclosed,,29 Nov 2022,25 Dec 2022,26,21,https://www.careerjunction.co.za/azure-cloud-systems-engineer-job-2493385.aspx
252,Process Engineer at Moore Process Controls,"Kyalami, Gauteng",Permanent Intermediate position,Moore Process Controls,Undisclosed,,29 Nov 2022,06 Dec 2022,7,2,https://www.careerjunction.co.za/process-engineer-at-moore-process-controls-job-2490909.aspx
253,Pre-Sales Engineer (Jnr.),"Midrand, Gauteng",Permanent Intermediate position,Dynexity,"R20,000 - R30,000 per month",20000.0,26 Nov 2022,06 Dec 2022,10,2,https://www.careerjunction.co.za/pre-sales-engineer-jnr-job-2491624.aspx
254,IT Devops Engineer,"Pretoria Region, Gauteng",Permanent Senior position,Kwena Human Capital,R Undisclosed,,26 Nov 2022,12 Dec 2022,16,8,https://www.careerjunction.co.za/it-devops-engineer-job-2491768.aspx
255,Application Engineer,"Cape Town CBD, Western Cape
 / Work From Home",Permanent Senior position,BigTalent,R Undisclosed,,26 Nov 2022,12 Dec 2022,16,8,https://www.careerjunction.co.za/application-engineer-job-2491738.aspx
256,Mining Engineer,"Rustenburg, North West",Contract Senior position,Kwena Human Capital,Undisclosed,,26 Nov 2022,12 Dec 2022,16,8,https://www.careerjunction.co.za/mining-engineer-job-2491781.aspx
257,IT Software Engineer at Old Mutual Finance,"Cape Town CBD, Western Cape",Permanent Senior position,Old Mutual (Finance),Undisclosed,,29 Nov 2022,15 Dec 2022,16,11,https://www.careerjunction.co.za/it-software-engineer-at-old-mutual-finance-job-2492327.aspx
258,Contract Electrical Engineer at O'Brien Recruitment,"Cape Town Region, Western Cape",Permanent Junior position,O'Brien Recruitment,R Undisclosed,,29 Nov 2022,29 Dec 2022,30,25,https://www.careerjunction.co.za/contract-electrical-engineer-at-o-brien-recruitment-job-2494563.aspx
259,Support Engineer,"Durban North, KwaZulu-Natal",Permanent Intermediate position,VBT IT Solutions,R Undisclosed,,27 Nov 2022,13 Dec 2022,16,9,https://www.careerjunction.co.za/support-engineer-job-2491964.aspx
260,DevOps Engineer at NRF National Research Foundation,"Braamfontein (Braampark), Gauteng",Permanent Senior EE position,National Research Foundation,R Undisclosed,,25 Nov 2022,15 Dec 2022,20,11,https://www.careerjunction.co.za/devops-engineer-at-nrf-national-research-foundation-job-2494067.aspx
261,Civil Engineer / Project Manager,"Johannesburg, Gauteng",Permanent Intermediate position,Boardroom Appointments,R Undisclosed,,29 Nov 2022,28 Dec 2022,29,24,https://www.careerjunction.co.za/civil-engineer-project-manager-job-2494446.aspx
262,Software Engineer GUI,"Cape Town CBD, Western Cape",Permanent Management position,MultiLead Consulting Services,R Undisclosed,,29 Nov 2022,02 Jan 2023,34,29,https://www.careerjunction.co.za/software-engineer-gui-job-2494422.aspx
263,Senior Mechanical Engineer (EPCM) at Ntice Search,"Gauteng, South Africa",Permanent Senior position,Ntice Sourcing Solutions,R Undisclosed,,29 Nov 2022,09 Dec 2022,10,5,https://www.careerjunction.co.za/senior-mechanical-engineer-epcm-at-ntice-search-job-2492326.aspx
264,Software Engineer - IBM BPM,"Johannesburg, Gauteng",Permanent Senior position,Gijima Holdings (PTY) LTD,R Undisclosed,,29 Nov 2022,06 Dec 2022,7,2,https://www.careerjunction.co.za/software-engineer-ibm-bpm-job-2490813.aspx
265,Wind Turbine Optimization Engineer,"Cape Town Region, Western Cape",Permanent Specialist position,Lotus Recruitment,Undisclosed,,25 Nov 2022,29 Dec 2022,34,25,https://www.careerjunction.co.za/wind-turbine-optimization-engineer-job-2494139.aspx
266,Project Engineer at Headhunters,"Eastern Cape, South Africa",Permanent Intermediate position,Headhunters (Head Office),R Undisclosed,,29 Nov 2022,11 Dec 2022,12,7,https://www.careerjunction.co.za/project-engineer-at-headhunters-job-2492293.aspx
267,.NET Software Engineer (CPT Hybrid) at Datafin Recruitment,"Century City, Western Cape",Permanent Executive position,Datafin,R Undisclosed,,29 Nov 2022,27 Dec 2022,28,23,https://www.careerjunction.co.za/net-software-engineer-cpt-hybrid-at-datafin-recruitment-job-2494411.aspx
268,Pre-Sales Engineer (Snr.),"Midrand, Gauteng",Permanent Senior position,Dynexity,"R60,000 - R70,000 per month",60000.0,25 Nov 2022,06 Dec 2022,11,2,https://www.careerjunction.co.za/pre-sales-engineer-snr-job-2491621.aspx
269,Virtualization and Storage Engineer,"Johannesburg, Gauteng",Permanent Senior position,Centice (Pty) Ltd,"R40,000 - R70,000 per month",40000.0,25 Nov 2022,12 Dec 2022,17,8,https://www.careerjunction.co.za/virtualization-and-storage-engineer-job-2491606.aspx
270,"Senior DevOps Engineer (C#, Azure, Kubernetes Expert) LWG1768 at Mediro ICT","Johannesburg Region, Gauteng",Contract Senior position,Mediro Application Consulting,R Undisclosed,,25 Nov 2022,08 Dec 2022,13,4,https://www.careerjunction.co.za/senior-devops-engineer-c%23-azure-kubernetes-expert-lwg1768-at-mediro-ict-job-2491716.aspx
271,Application Security Engineer at Sabenza IT,"Claremont, Western Cape",Permanent Senior position,DCV Sabenza IT and Recruitment,R Undisclosed,,25 Nov 2022,12 Dec 2022,17,8,https://www.careerjunction.co.za/application-security-engineer-at-sabenza-it-job-2491661.aspx
272,NEW JOB IN >> SENIOR FULL STACK SOFTWARE ENGINEER/ARCHITECT -C# @ R1.3mil P/A+ perks (HYBRID - JHB based) at e-Merge IT,"Johannesburg, Gauteng
 / Work From Home",Permanent Senior position,e-Merge IT Recruitment,"R108,300 per month",108300.0,29 Nov 2022,02 Jan 2023,34,29,https://www.careerjunction.co.za/new-job-in-senior-full-stack-software-engineer-architect-c%23-r13mil-p-a+-perks-hybrid-jhb-based-at-e-merge-it-job-2494416.aspx
273,Senior IT Support Engineer at Datafin Recruitment,"Cape Town, Western Cape",Permanent Senior position,Datafin,R Undisclosed,,27 Nov 2022,07 Dec 2022,10,3,https://www.careerjunction.co.za/senior-it-support-engineer-at-datafin-recruitment-job-2491895.aspx
274,Business Process Engineer,"Bryanston, Gauteng",Permanent Management position,RAD Resources SA,R Undisclosed,,25 Nov 2022,29 Dec 2022,34,25,https://www.careerjunction.co.za/business-process-engineer-job-2494125.aspx
275,Network Voice Engineer,"Cape Town CBD, Western Cape",Contract Senior position,DCV Sabenza IT and Recruitment,R Undisclosed,,25 Nov 2022,29 Dec 2022,34,25,https://www.careerjunction.co.za/network-voice-engineer-job-2494123.aspx
276,Senior Full-stack Java Engineer - Team Lead LWG2029 at Mediro ICT,"Johannesburg Region, Gauteng",Contract Senior position,Mediro Application Consulting,R Undisclosed,,25 Nov 2022,25 Dec 2022,30,21,https://www.careerjunction.co.za/senior-full-stack-java-engineer-team-lead-lwg2029-at-mediro-ict-job-2494113.aspx
277,Java Devops Engineer Ã¢ú‚¬û€œ LWG2162 at Mediro ICT,"Johannesburg Region, Gauteng",Contract Senior position,Mediro Application Consulting,R Undisclosed,,25 Nov 2022,25 Dec 2022,30,21,https://www.careerjunction.co.za/java-devops-engineer-a-u-ueuro-lwg2162-at-mediro-ict-job-2494117.aspx
278,Solar PV Designer / Design Engineer at Headhunters,"Eastern Cape, South Africa",Permanent Intermediate position,Headhunters (Head Office),R Undisclosed,,25 Nov 2022,25 Dec 2022,30,21,https://www.careerjunction.co.za/solar-pv-designer-design-engineer-at-headhunters-job-2494081.aspx
279,Data Engineer Services,"Pretoria CBD, Gauteng",Contract Senior position,Tipp Focus,Undisclosed,,25 Nov 2022,29 Dec 2022,34,25,https://www.careerjunction.co.za/data-engineer-services-job-2494127.aspx
280,Test Automation Engineer,"Johannesburg Region, Gauteng
 / Work From Home",Permanent Specialist position,Che Leigh Personnel Consultants,R00 per month,0.0,25 Nov 2022,20 Dec 2022,25,16,https://www.careerjunction.co.za/test-automation-engineer-job-2492957.aspx
281,Senior Python Backend Engineer  at SUMMIT Africa Recruitment,"Cape Town Region, Western Cape",Permanent Senior position,SUMMIT Africa Recruitment,"R85,000 per month",85000.0,25 Nov 2022,16 Dec 2022,21,12,https://www.careerjunction.co.za/senior-python-backend-engineer-at-summit-africa-recruitment-job-2492930.aspx
282,Mine planning engineer,"North West, South Africa",Permanent Senior position,Lusapho Professional Services,Undisclosed,,25 Nov 2022,29 Dec 2022,34,25,https://www.careerjunction.co.za/mine-planning-engineer-job-2494035.aspx
283,Development and Maintenance Engineer,"Hermanus, Western Cape",Permanent Intermediate position,Mastech,Undisclosed,,25 Nov 2022,11 Dec 2022,16,7,https://www.careerjunction.co.za/development-and-maintenance-engineer-job-2491502.aspx
284,Pre Sales Engineer Nutanix and VMWare,"Gauteng, South Africa",Permanent Intermediate position,Hi-Tech Cape Town,R35 - R55 per month,35.0,25 Nov 2022,15 Dec 2022,20,11,https://www.careerjunction.co.za/pre-sales-engineer-nutanix-and-vmware-job-2492946.aspx
