,Job Title,Location,Job Type,Company,Salary,Monthly Salary,Posting Date,Expiry Date,Ad Duration (Days),Days before expiry,Link
0,ERP Data Quality Specialist,"Pretoria CBD, Gauteng",Contract Specialist position,Tipp Focus,R Undisclosed,,03 Dec 2022,20 Dec 2022,17,16,https://www.careerjunction.co.za/erp-data-quality-specialist-job-2492759.aspx
1,Data Analyst,"Cape Town CBD, Western Cape
 / Work From Home",Permanent Intermediate position,Acuity Consultants,"R45,800 per month",45800.0,03 Dec 2022,11 Dec 2022,8,7,https://www.careerjunction.co.za/data-analyst-job-2491437.aspx
2,Senior Reference and Master Data Management Specialist,"Pretoria CBD, Gauteng",Contract Specialist position,Tipp Focus,R Undisclosed,,03 Dec 2022,20 Dec 2022,17,16,https://www.careerjunction.co.za/senior-reference-and-master-data-management-specialist-job-2492758.aspx
3,Data Analyst (JHB) at Datafin Recruitment,"Johannesburg, Gauteng",Permanent Executive position,Datafin,R Undisclosed,,03 Dec 2022,13 Dec 2022,10,9,https://www.careerjunction.co.za/data-analyst-jhb-at-datafin-recruitment-job-2492746.aspx
4,Product Data Engineer,"Cape Town CBD, Western Cape",Permanent Specialist position,Phanda Personnel,R Undisclosed,,03 Dec 2022,28 Dec 2022,25,24,https://www.careerjunction.co.za/product-data-engineer-job-2493960.aspx
5,Senior Data Exchange Platform Engineer (DBA),"Johannesburg North (Johannesburg North), Gauteng",Contract Senior position,Praesignis (Pty) LTD,R Undisclosed,,03 Dec 2022,08 Dec 2022,5,4,https://www.careerjunction.co.za/senior-data-exchange-platform-engineer-dba-job-2492708.aspx
6,Data Product Owner at Salt,"Cape Town Region, Western Cape",Permanent Intermediate position,Salt South Africa,R Undisclosed,,03 Dec 2022,15 Dec 2022,12,11,https://www.careerjunction.co.za/data-product-owner-at-salt-job-2492637.aspx
7,Data Architect (Non-Technical) - Johannesburg - Up to R1.3m Per Annum at e-Merge IT Recruitment,"Sandown, Gauteng",Permanent Senior position,e-Merge IT Recruitment,"R100,000 - R108,300 per month",100000.0,03 Dec 2022,28 Dec 2022,25,24,https://www.careerjunction.co.za/data-architect-non-technical-johannesburg-up-to-r13m-per-annum-at-e-merge-it-recruitment-job-2493979.aspx
8,Product Data Engineer - 7 Years Contract,"Cape Town, Western Cape",Contract Senior position,Kamo Placements,R Undisclosed,,03 Dec 2022,07 Dec 2022,4,3,https://www.careerjunction.co.za/product-data-engineer-7-years-contract-job-2493930.aspx
9,Data Modeller - Johannesburg - Up to R850k Per Annum at e-Merge IT Recruitment,"Johannesburg, Gauteng",Permanent Senior position,e-Merge IT Recruitment,"R66,700 - R70,800 per month",66700.0,03 Dec 2022,28 Dec 2022,25,24,https://www.careerjunction.co.za/data-modeller-johannesburg-up-to-r850k-per-annum-at-e-merge-it-recruitment-job-2493955.aspx
10,BI Data Engineer at Reverside,"Gauteng, South Africa",Permanent Senior position,Reverside Professional Services,Commission Only,,03 Dec 2022,28 Dec 2022,25,24,https://www.careerjunction.co.za/bi-data-engineer-at-reverside-job-2493918.aspx
11,Data Architect - Hybrid - R900k Per Annum at e-Merge IT Recruitment,"Johannesburg, Gauteng
 / Work From Home",Permanent Senior position,e-Merge IT Recruitment,"R75,000 per month",75000.0,03 Dec 2022,19 Dec 2022,16,15,https://www.careerjunction.co.za/data-architect-hybrid-r900k-per-annum-at-e-merge-it-recruitment-job-2492691.aspx
12,BI Big Data Engineer at Reverside,"Gauteng, South Africa",Permanent Senior position,Reverside Professional Services,Commission Only,,03 Dec 2022,28 Dec 2022,25,24,https://www.careerjunction.co.za/bi-big-data-engineer-at-reverside-job-2493917.aspx
13,Data Privacy Business Partner,"Pretoria CBD, Gauteng",Permanent Specialist EE position,Professional Sourcing,Undisclosed,,03 Dec 2022,28 Dec 2022,25,24,https://www.careerjunction.co.za/data-privacy-business-partner-job-2493849.aspx
14,Analyst Fraud Data at Capitec Bank Ltd,"Die Boord, Western Cape",Permanent Specialist position,Capitec Bank,R Undisclosed,,02 Dec 2022,05 Dec 2022,3,1,https://www.careerjunction.co.za/analyst-fraud-data-at-capitec-bank-ltd-job-2495070.aspx
15,EV Senior Software Engineer (Automotive Controls and Data Analytics) at Datafin Recruitment,"Durbanville, Western Cape",Permanent Senior position,Datafin,R Undisclosed,,02 Dec 2022,22 Dec 2022,20,18,https://www.careerjunction.co.za/ev-senior-software-engineer-automotive-controls-and-data-analytics-at-datafin-recruitment-job-2493912.aspx
16,Data Manager (Wits CHRU)  at AJ Personnel,"Johannesburg Region, Gauteng",Permanent Intermediate position,AJ Personnel,R Undisclosed,,02 Dec 2022,15 Dec 2022,13,11,https://www.careerjunction.co.za/data-manager-wits-chru-at-aj-personnel-job-2492646.aspx
17,Senior Data Analyst,"Johannesburg Region, Gauteng",Permanent Senior position,IT Network Recruitment & Consulting,Undisclosed,,02 Dec 2022,05 Jan 2023,34,32,https://www.careerjunction.co.za/senior-data-analyst-job-2495071.aspx
18,Data Engineer III - Platform (CPT/JHB) at Datafin Recruitment,"Stellenbosch, Western Cape",Permanent Executive position,Datafin,R Undisclosed,,02 Dec 2022,30 Dec 2022,28,26,https://www.careerjunction.co.za/data-engineer-iii-platform-cpt-jhb-at-datafin-recruitment-job-2495045.aspx
19,Data Engineer (Product) (CPT Only) at Datafin Recruitment,"Stellenbosch, Western Cape",Permanent Executive position,Datafin,R Undisclosed,,02 Dec 2022,30 Dec 2022,28,26,https://www.careerjunction.co.za/data-engineer-product-cpt-only-at-datafin-recruitment-job-2495041.aspx
20,Customer Success Manager / Data Preparer (CH860) at Capital H Staffing and Advisory Solutions,"Winelands, Western Cape",Permanent Intermediate position,Capital H Staffing,R Undisclosed,,02 Dec 2022,01 Jan 2023,30,28,https://www.careerjunction.co.za/customer-success-manager-data-preparer-ch860-at-capital-h-staffing-and-advisory-solutions-job-2495039.aspx
21,Data Engineer (CPT Only) at Datafin Recruitment,"Stellenbosch, Western Cape",Permanent Executive position,Datafin,R Undisclosed,,02 Dec 2022,30 Dec 2022,28,26,https://www.careerjunction.co.za/data-engineer-cpt-only-at-datafin-recruitment-job-2495043.aspx
22,SQL Data Analyst / BI Developer at M1 Management,"Johannesburg Region, Gauteng",Permanent Intermediate position,SciTech Placements (Pty) Ltd,"R35,000 - R45,000 per month",35000.0,02 Dec 2022,05 Jan 2023,34,32,https://www.careerjunction.co.za/sql-data-analyst-bi-developer-at-m1-management-job-2495004.aspx
23,Data Scientist,"Midrand, Gauteng",Permanent Senior position,Pinpoint One Human Resources,R Undisclosed,,02 Dec 2022,05 Jan 2023,34,32,https://www.careerjunction.co.za/data-scientist-job-2495003.aspx
24,Data Engineer - Remote at Abantu Staffing Solutions,"Eastern Cape, South Africa",Permanent Senior position,Abantu Staffing Solutions,R Undisclosed,,02 Dec 2022,01 Jan 2023,30,28,https://www.careerjunction.co.za/data-engineer-remote-at-abantu-staffing-solutions-job-2494997.aspx
25,M & E Officer (Data Quality) HIV/GBV (FTC) WRHI at AJ Personnel,"Johannesburg Region, Gauteng",Contract Intermediate position,AJ Personnel,R Undisclosed,,02 Dec 2022,01 Jan 2023,30,28,https://www.careerjunction.co.za/m-%26-e-officer-data-quality-hiv-gbv-ftc-wrhi-at-aj-personnel-job-2494987.aspx
26,Data Architect,"Midrand, Gauteng",Contract Specialist position,DCV Sabenza IT and Recruitment,Undisclosed,,02 Dec 2022,27 Dec 2022,25,23,https://www.careerjunction.co.za/data-architect-job-2493744.aspx
27,Data Modeller (JHB) at Datafin Recruitment,"Sandton, Gauteng",Permanent Executive position,Datafin,R Undisclosed,,02 Dec 2022,12 Dec 2022,10,8,https://www.careerjunction.co.za/data-modeller-jhb-at-datafin-recruitment-job-2492419.aspx
28,Data Architect LWR1243 at Mediro ICT,"Johannesburg Region, Gauteng",Contract Senior position,Mediro Application Consulting,R Undisclosed,,01 Dec 2022,23 Dec 2022,22,19,https://www.careerjunction.co.za/data-architect-lwr1243-at-mediro-ict-job-2493667.aspx
29,Senior Data Modeller (Hybrid) TB at Mediro ICT,"Pretoria Region, Gauteng",Contract Senior position,Mediro Application Consulting,R Undisclosed,,01 Dec 2022,30 Dec 2022,29,26,https://www.careerjunction.co.za/senior-data-modeller-hybrid-tb-at-mediro-ict-job-2494929.aspx
30,Data Engineer,"East London, Eastern Cape",Permanent Intermediate position,Staff Solutions,R Undisclosed,,01 Dec 2022,29 Dec 2022,28,25,https://www.careerjunction.co.za/data-engineer-job-2494857.aspx
31,Data Engineer,"Cape Town CBD, Western Cape
 / Work From Home",Permanent Intermediate position,BigTalent,"R50,000 - R75,000 per month",50000.0,01 Dec 2022,04 Jan 2023,34,31,https://www.careerjunction.co.za/data-engineer-job-2494832.aspx
32,Digital Data & Intelligence Director,"Cape Town Region, Western Cape",Permanent Management position,PeopleSolved,"R60,000 - R80,000 per month",60000.0,01 Dec 2022,08 Dec 2022,7,4,https://www.careerjunction.co.za/digital-data-%26-intelligence-director-job-2491306.aspx
33,Senior Project Mechanical Design Engineer (Data Centres),"Johannesburg North (Johannesburg North), Gauteng",Permanent Intermediate position,SciTech Placements (Pty) Ltd,R Undisclosed,,01 Dec 2022,08 Dec 2022,7,4,https://www.careerjunction.co.za/senior-project-mechanical-design-engineer-data-centres-job-2493484.aspx
34,Data Scientist,"Tokai, Western Cape",Permanent Intermediate position,The Talent Experts,Undisclosed,,01 Dec 2022,26 Dec 2022,25,22,https://www.careerjunction.co.za/data-scientist-job-2493644.aspx
35,Mid to Senior Data Engineer,"Johannesburg, Gauteng",Permanent Senior position,ProApp HR Solutions,"R60,000 - R85,000 per month",60000.0,01 Dec 2022,26 Dec 2022,25,22,https://www.careerjunction.co.za/mid-to-senior-data-engineer-job-2493557.aspx
36,Data Scientist (Data & Insights),"Stellenbosch, Western Cape",Permanent Intermediate position,Imperial Logistics,Undisclosed,,30 Nov 2022,03 Jan 2023,34,30,https://www.careerjunction.co.za/data-scientist-data-%26-insights-job-2494719.aspx
37,Mechanical Project Design Engineer (Ireland: Data Centres),"Johannesburg North (Johannesburg North), Gauteng",Permanent Intermediate position,SciTech Placements (Pty) Ltd,R Undisclosed,,30 Nov 2022,09 Dec 2022,9,5,https://www.careerjunction.co.za/mechanical-project-design-engineer-ireland-data-centres-job-2493479.aspx
38,Lead Data Engineer,"Cape Town, Western Cape",Permanent Intermediate position,Hewitt Colenbrander Recruitment,R Undisclosed,,30 Nov 2022,20 Dec 2022,20,16,https://www.careerjunction.co.za/lead-data-engineer-job-2493551.aspx
39,Senior Mechanical Design Engineer (Ireland: Data centres),"Johannesburg North (Johannesburg North), Gauteng",Permanent Intermediate position,SciTech Placements (Pty) Ltd,R Undisclosed,,30 Nov 2022,09 Dec 2022,9,5,https://www.careerjunction.co.za/senior-mechanical-design-engineer-ireland-data-centres-job-2493481.aspx
40,Data Engineer at Headhunters,"Garden Route, Western Cape",Permanent Intermediate position,Headhunters (Head Office),R Undisclosed,,30 Nov 2022,30 Dec 2022,30,26,https://www.careerjunction.co.za/data-engineer-at-headhunters-job-2494744.aspx
41,Senior Project Electrical Design Engineer (Ireland Data Centre),"Johannesburg North (Johannesburg North), Gauteng",Permanent Intermediate position,SciTech Placements (Pty) Ltd,R Undisclosed,,30 Nov 2022,08 Dec 2022,8,4,https://www.careerjunction.co.za/senior-project-electrical-design-engineer-ireland-data-centre-job-2493485.aspx
42,Data & DevOps Engineer,"Cape Town Region, Western Cape",Permanent Senior position,MIT Recruitment,Undisclosed,,30 Nov 2022,26 Dec 2022,26,22,https://www.careerjunction.co.za/data-%26-devops-engineer-job-2493504.aspx
43,Data Manager/Scientist (20 Months) Wits GRT  at AJ Personnel,"Johannesburg Region, Gauteng",Contract Intermediate position,AJ Personnel,R Undisclosed,,30 Nov 2022,30 Dec 2022,30,26,https://www.careerjunction.co.za/data-manager-scientist-20-months-wits-grt-at-aj-personnel-job-2494746.aspx
44,Data Engineer,"George, Western Cape",Permanent Specialist position,Rensearch Placements,R Undisclosed,,30 Nov 2022,03 Jan 2023,34,30,https://www.careerjunction.co.za/data-engineer-job-2494699.aspx
45,Senior Electrical Design Engineer (Ireland: Data Centres),"Johannesburg North (Johannesburg North), Gauteng",Permanent Intermediate position,SciTech Placements (Pty) Ltd,R Undisclosed,,30 Nov 2022,09 Dec 2022,9,5,https://www.careerjunction.co.za/senior-electrical-design-engineer-ireland-data-centres-job-2493480.aspx
46,Senior Data Warehouse Developer - Centurion - Up to R500 Per Hour at e-Merge IT Recruitment,"Centurion, Gauteng",Contract Senior position,e-Merge IT Recruitment,"R79,200 - R80,000 per month",79200.0,30 Nov 2022,03 Jan 2023,34,30,https://www.careerjunction.co.za/senior-data-warehouse-developer-centurion-up-to-r500-per-hour-at-e-merge-it-recruitment-job-2494695.aspx
47,Senior Data Engineer (SAS) - Johannesburg - Up to R1m Per Annum at e-Merge IT Recruitment,"Sandown, Gauteng",Permanent Senior position,e-Merge IT Recruitment,"R75,000 - R83,300 per month",75000.0,30 Nov 2022,03 Jan 2023,34,30,https://www.careerjunction.co.za/senior-data-engineer-sas-johannesburg-up-to-r1m-per-annum-at-e-merge-it-recruitment-job-2494672.aspx
48,Data Capture Clerk (Contractor),"Johannesburg, Gauteng",Permanent Intermediate position,Boardroom Appointments,R Undisclosed,,30 Nov 2022,29 Dec 2022,29,25,https://www.careerjunction.co.za/data-capture-clerk-contractor-job-2494654.aspx
49,Data Analyst,"Johannesburg, Gauteng",Permanent Intermediate position,Boardroom Appointments,R Undisclosed,,30 Nov 2022,29 Dec 2022,29,25,https://www.careerjunction.co.za/data-analyst-job-2494651.aspx
50,Data Engineer at Headhunters,"Cape Town Region, Western Cape",Permanent Intermediate position,Headhunters (Head Office),R Undisclosed,,30 Nov 2022,30 Dec 2022,30,26,https://www.careerjunction.co.za/data-engineer-at-headhunters-job-2494636.aspx
51,Data Analyst at Datonomy Solutions,"Johannesburg North (Johannesburg North), Gauteng",Contract Intermediate position,Datonomy Solutions (Cape Town),"R70,000 - R90,000 per month",70000.0,30 Nov 2022,19 Dec 2022,19,15,https://www.careerjunction.co.za/data-analyst-at-datonomy-solutions-job-2493352.aspx
52,Data Analyst,"Johannesburg, Gauteng",Permanent Intermediate position,Hewitt Colenbrander Recruitment,R Undisclosed,,30 Nov 2022,25 Dec 2022,25,21,https://www.careerjunction.co.za/data-analyst-job-2493322.aspx
53,Junior Data Analyst,"Centurion, Gauteng",Permanent Junior position,Tiger Personnel Management,R Undisclosed,,30 Nov 2022,25 Dec 2022,25,21,https://www.careerjunction.co.za/junior-data-analyst-job-2493303.aspx
54,Senior Data Engineer (Azure) - Johannesburg - up to R1.5m PA at e-Merge IT Recruitment,"Johannesburg, Gauteng",Contract Senior position,e-Merge IT Recruitment,"R125,000 per month",125000.0,30 Nov 2022,25 Dec 2022,25,21,https://www.careerjunction.co.za/senior-data-engineer-azure-johannesburg-up-to-r15m-pa-at-e-merge-it-recruitment-job-2493357.aspx
55,Senior DevOps Data Engineer - Johannesburg/Pretoria Rotation - up to R600 per hour at e-Merge IT Recruitment,"Johannesburg, Gauteng
 / Work From Home",Contract Senior position,e-Merge IT Recruitment,"R96,000 per month",96000.0,30 Nov 2022,25 Dec 2022,25,21,https://www.careerjunction.co.za/senior-devops-data-engineer-johannesburg-pretoria-rotation-up-to-r600-per-hour-at-e-merge-it-recruitment-job-2493356.aspx
56,Data Engineer,"Pretoria, Gauteng",Permanent Senior position,Kamo Placements,R Undisclosed,,30 Nov 2022,05 Dec 2022,5,1,https://www.careerjunction.co.za/data-engineer-job-2494594.aspx
57,Senior Data Engineer,"Pretoria, Gauteng",Permanent Senior position,Kamo Placements,R Undisclosed,,30 Nov 2022,05 Dec 2022,5,1,https://www.careerjunction.co.za/senior-data-engineer-job-2494596.aspx
58,SQL Data Analyst,"Randburg, Gauteng",Permanent Intermediate position,,"R30,000 - R50,000 per month",30000.0,29 Nov 2022,02 Jan 2023,34,29,https://www.careerjunction.co.za/sql-data-analyst-job-2494506.aspx
59,Data Modeler,"Johannesburg, Gauteng",Contract Senior position,Sambe Services,Undisclosed,,29 Nov 2022,07 Dec 2022,8,3,https://www.careerjunction.co.za/data-modeler-job-2490969.aspx
60,-	BI and Data platform Technical Lead,"Bellville, Western Cape",Permanent Senior position,Kwena Human Capital,R Undisclosed,,29 Nov 2022,02 Jan 2023,34,29,https://www.careerjunction.co.za/bi-and-data-platform-technical-lead-job-2494550.aspx
61,Senior Data Engineer/ Modeller,"Cape Town Region, Western Cape",Permanent Senior position,Kwena Human Capital,R Undisclosed,,29 Nov 2022,02 Jan 2023,34,29,https://www.careerjunction.co.za/senior-data-engineer-modeller-job-2494525.aspx
62,Cloud Data Engineer,"Johannesburg, Gauteng",Permanent Intermediate position,Boardroom Appointments,R Undisclosed,,29 Nov 2022,28 Dec 2022,29,24,https://www.careerjunction.co.za/cloud-data-engineer-job-2494512.aspx
63,Senior Data Modeller,"Pretoria CBD, Gauteng",Contract Senior position,Tipp Focus,Undisclosed,,29 Nov 2022,02 Jan 2023,34,29,https://www.careerjunction.co.za/senior-data-modeller-job-2494508.aspx
64,Data Scientist,"Cape Town CBD, Western Cape",Permanent Specialist position,Godisanang Recruitment (Pty) Ltd,Undisclosed,,29 Nov 2022,06 Dec 2022,7,2,https://www.careerjunction.co.za/data-scientist-job-2490914.aspx
65,"Head of Data, Insights & Analytics at Fempower Personnel","Johannesburg Region, Gauteng",Permanent Senior position,Fempower Personnel,R Undisclosed,,29 Nov 2022,11 Dec 2022,12,7,https://www.careerjunction.co.za/head-of-data-insights-%26-analytics-at-fempower-personnel-job-2492259.aspx
66,Data Scientist (2 Year Contract)  at AJ Personnel,"Johannesburg Region, Gauteng",Contract Junior position,AJ Personnel,R Undisclosed,,29 Nov 2022,29 Dec 2022,30,25,https://www.careerjunction.co.za/data-scientist-2-year-contract-at-aj-personnel-job-2494412.aspx
67,Data Architecture Lead at Fempower Personnel,"Johannesburg Region, Gauteng",Permanent Senior position,Fempower Personnel,R Undisclosed,,29 Nov 2022,11 Dec 2022,12,7,https://www.careerjunction.co.za/data-architecture-lead-at-fempower-personnel-job-2492247.aspx
68,Data Scientist,"Cape Town CBD, Western Cape",Permanent Specialist EE position,Phanda Personnel,R Undisclosed,,29 Nov 2022,06 Dec 2022,7,2,https://www.careerjunction.co.za/data-scientist-job-2490863.aspx
69,Reporting/Data Analyst at SMEC South Africa,"Cape Town Region, Western Cape",Permanent Intermediate position,SMEC South Africa,Undisclosed,,28 Nov 2022,15 Dec 2022,17,11,https://www.careerjunction.co.za/reporting-data-analyst-at-smec-south-africa-job-2492260.aspx
70,Data Visualisation Designer,"Johannesburg, Gauteng
 / Work From Home",Contract Senior position,Sambe Services,Undisclosed,,29 Nov 2022,15 Dec 2022,16,11,https://www.careerjunction.co.za/data-visualisation-designer-job-2492297.aspx
71,Data Science Project Manager (CPT/JHB Hybrid) at Datafin Recruitment,"Cape Town, Western Cape",Permanent Management position,Datafin,R Undisclosed,,29 Nov 2022,09 Dec 2022,10,5,https://www.careerjunction.co.za/data-science-project-manager-cpt-jhb-hybrid-at-datafin-recruitment-job-2492315.aspx
72,Data Associate (CPT/JHB Hybrid) at Datafin Recruitment,"Cape Town, Western Cape",Permanent Executive position,Datafin,R Undisclosed,,29 Nov 2022,09 Dec 2022,10,5,https://www.careerjunction.co.za/data-associate-cpt-jhb-hybrid-at-datafin-recruitment-job-2492317.aspx
73,Data Scientist - Data & Insights,"Johannesburg, Gauteng",Permanent Intermediate position,Imperial Logistics,Undisclosed,,28 Nov 2022,01 Jan 2023,34,28,https://www.careerjunction.co.za/data-scientist-data-%26-insights-job-2494246.aspx
74,Data Leakage Prevention Officer,"Johannesburg, Gauteng",Permanent Intermediate EE position,Imperial Logistics,Undisclosed,,28 Nov 2022,01 Jan 2023,34,28,https://www.careerjunction.co.za/data-leakage-prevention-officer-job-2494243.aspx
75,Data Analyst Specialist,"Centurion, Gauteng
 / Work From Home",Permanent Senior position,Active Recruitment,"R42,000 - R50,000 per month",42000.0,28 Nov 2022,15 Dec 2022,17,11,https://www.careerjunction.co.za/data-analyst-specialist-job-2492303.aspx
76,Data Quality Engineer,"Johannesburg, Gauteng
 / Work From Home",Contract Senior position,Sambe Services,Undisclosed,,28 Nov 2022,15 Dec 2022,17,11,https://www.careerjunction.co.za/data-quality-engineer-job-2492301.aspx
77,BI Data Analyst,"Johannesburg, Gauteng
 / Work From Home",Contract Intermediate position,Sambe Services,Undisclosed,,28 Nov 2022,01 Jan 2023,34,28,https://www.careerjunction.co.za/bi-data-analyst-job-2494367.aspx
78,Data Insights and Analytics Lead at Fempower Personnel,"Johannesburg Region, Gauteng",Permanent Senior position,Fempower Personnel,R Undisclosed,,28 Nov 2022,11 Dec 2022,13,7,https://www.careerjunction.co.za/data-insights-and-analytics-lead-at-fempower-personnel-job-2492249.aspx
79,Senior Data Engineer - Remote - R1.2m Per Annum at e-Merge IT Recruitment,"Johannesburg, Gauteng",Permanent Senior position,e-Merge IT Recruitment,"R100,000 per month",100000.0,28 Nov 2022,15 Dec 2022,17,11,https://www.careerjunction.co.za/senior-data-engineer-remote-r12m-per-annum-at-e-merge-it-recruitment-job-2492176.aspx
80,SAP Data Migration Lead,"Johannesburg, Gauteng",Contract Senior position,DCV Sabenza IT and Recruitment,R600.00 per hour,96000.0,28 Nov 2022,06 Dec 2022,8,2,https://www.careerjunction.co.za/sap-data-migration-lead-job-2490820.aspx
81,Data Architect - R1243,"Pretoria, Gauteng",Contract Intermediate position,Jordan HR,R Undisclosed,,28 Nov 2022,27 Dec 2022,29,23,https://www.careerjunction.co.za/data-architect-r1243-job-2494337.aspx
82,Business Analyst: Data and Analytics,"Johannesburg, Gauteng",Permanent Intermediate position,Boardroom Appointments,R Undisclosed,,28 Nov 2022,27 Dec 2022,29,23,https://www.careerjunction.co.za/business-analyst-data-and-analytics-job-2494275.aspx
83,Head of Data Insights & Analytics at Only The Best Recruitment Agency,"Parktown, Gauteng",Permanent Management position,Only The Best (Pty) Ltd,"R50,000 - R110,000 per month",50000.0,28 Nov 2022,01 Jan 2023,34,28,https://www.careerjunction.co.za/head-of-data-insights-%26-analytics-at-only-the-best-recruitment-agency-job-2494289.aspx
84,Data Insights and Analytics Lead at Only The Best Recruitment Agency,"Parktown, Gauteng",Permanent Management position,Only The Best (Pty) Ltd,"R50,000 - R100,000 per month",50000.0,28 Nov 2022,01 Jan 2023,34,28,https://www.careerjunction.co.za/data-insights-and-analytics-lead-at-only-the-best-recruitment-agency-job-2494283.aspx
85,Data Architecture Lead at Only The Best Recruitment Agency,"Parktown, Gauteng",Permanent Management position,Only The Best (Pty) Ltd,"R70,000 - R100,000 per month",70000.0,28 Nov 2022,01 Jan 2023,34,28,https://www.careerjunction.co.za/data-architecture-lead-at-only-the-best-recruitment-agency-job-2494277.aspx
86,Account Manager / Qlik Data Integration Consultant,"Johannesburg, Gauteng",Permanent Specialist position,iOCO Recruitment Solutions,R Undisclosed,,28 Nov 2022,01 Jan 2023,34,28,https://www.careerjunction.co.za/account-manager-qlik-data-integration-consultant-job-2494253.aspx
87,Data warehouse Administrator,"Johannesburg, Gauteng",Contract Senior position,Network Contracting Solutions,R350.00 - R400.00 per hour,56000.0,28 Nov 2022,15 Dec 2022,17,11,https://www.careerjunction.co.za/data-warehouse-administrator-job-2494197.aspx
88,Contract Property Data Capturers at O'Brien Recruitment,"Cape Town Region, Western Cape",Contract Junior position,O'Brien Recruitment,R Undisclosed,,28 Nov 2022,10 Dec 2022,12,6,https://www.careerjunction.co.za/contract-property-data-capturers-at-o-brien-recruitment-job-2492157.aspx
89,Data Scientist,"Western Cape, South Africa",Permanent Intermediate position,Hi-Tech Cape Town,"R7,900 - R83,300 per month",7900.0,28 Nov 2022,09 Dec 2022,11,5,https://www.careerjunction.co.za/data-scientist-job-2492106.aspx
90,Data Engineer,"Centurion, Gauteng
 / Work From Home",Permanent Intermediate position,Active Recruitment,"R40,000 - R50,000 per month",40000.0,28 Nov 2022,05 Dec 2022,7,1,https://www.careerjunction.co.za/data-engineer-job-2490698.aspx
91,Mid - Level Data Engineer - REMOTE - R700k Per Annum at e-Merge IT Recruitment,"Johannesburg, Gauteng
 / Work From Home",Permanent Senior position,e-Merge IT Recruitment,"R58,300 per month",58300.0,28 Nov 2022,14 Dec 2022,16,10,https://www.careerjunction.co.za/mid-level-data-engineer-remote-r700k-per-annum-at-e-merge-it-recruitment-job-2492129.aspx
92,Data Engineer,"Midrand, Gauteng",Contract Intermediate EE position,DCV Sabenza IT and Recruitment,Undisclosed,,27 Nov 2022,05 Dec 2022,8,1,https://www.careerjunction.co.za/data-engineer-job-2490602.aspx
93,Data Migration and Integration Lead,"Johannesburg Region, Gauteng
 / Work From Home",Contract Intermediate position,IT Network Recruitment & Consulting,Undisclosed,,27 Nov 2022,22 Dec 2022,25,18,https://www.careerjunction.co.za/data-migration-and-integration-lead-job-2493188.aspx
94,Data Migration and Integration Consultant,"Eastern Cape, South Africa",Contract Intermediate position,DCV Sabenza IT and Recruitment,R Undisclosed,,27 Nov 2022,22 Dec 2022,25,18,https://www.careerjunction.co.za/data-migration-and-integration-consultant-job-2493267.aspx
95,Data Analyst,"Randburg, Gauteng",Contract Intermediate position,,"R20,000 - R25,000 per month",20000.0,27 Nov 2022,04 Dec 2022,7,0,https://www.careerjunction.co.za/data-analyst-job-2490375.aspx
96,Senior Data Specialist Marine,"Century City, Western Cape",Permanent Specialist position,RAD Resources SA,"R62,500 - R67,500 per month",62500.0,27 Nov 2022,13 Dec 2022,16,9,https://www.careerjunction.co.za/senior-data-specialist-marine-job-2491844.aspx
97,Data Quality Solutions Architect,"Johannesburg, Gauteng",Contract Senior position,Tipp Focus,Undisclosed,,27 Nov 2022,04 Dec 2022,7,0,https://www.careerjunction.co.za/data-quality-solutions-architect-job-2490422.aspx
98,Senior Data Scientist (CPT) at Datafin Recruitment,"Cape Town, Western Cape",Permanent Senior position,Datafin,R Undisclosed,,27 Nov 2022,07 Dec 2022,10,3,https://www.careerjunction.co.za/senior-data-scientist-cpt-at-datafin-recruitment-job-2491806.aspx
99,Software Engineer (Data Focus) at Datafin Recruitment,"Stellenbosch, Western Cape",Permanent Executive position,Datafin,R Undisclosed,,26 Nov 2022,16 Dec 2022,20,12,https://www.careerjunction.co.za/software-engineer-data-focus-at-datafin-recruitment-job-2493174.aspx
100,Data Analyst,"Randburg, Gauteng",Permanent Intermediate position,,"R20,000 - R25,000 per month",20000.0,26 Nov 2022,04 Dec 2022,8,0,https://www.careerjunction.co.za/data-analyst-job-2490360.aspx
101,Data Analyst - Retail Ops at O'Brien Recruitment,"Cape Town Region, Western Cape",Permanent Intermediate EE position,O'Brien Recruitment,R Undisclosed,,26 Nov 2022,08 Dec 2022,12,4,https://www.careerjunction.co.za/data-analyst-retail-ops-at-o-brien-recruitment-job-2491752.aspx
102,Data Modeler,"Johannesburg Region, Gauteng
 / Work From Home",Contract Specialist position,Lusapho Professional Services,Undisclosed,,26 Nov 2022,21 Dec 2022,25,17,https://www.careerjunction.co.za/data-modeler-job-2493039.aspx
103,People Data Analyst at SA Taxi Development Finance,"Midrand, Gauteng",Permanent Intermediate EE position,SA Taxi Development Finance,Undisclosed,,25 Nov 2022,11 Dec 2022,16,7,https://www.careerjunction.co.za/people-data-analyst-at-sa-taxi-development-finance-job-2491511.aspx
104,Data Analyst (Power BI),"Johannesburg North (Johannesburg North), Gauteng",Contract Senior position,Network Contracting Solutions,R400.00 - R480.00 per hour,64000.0,25 Nov 2022,07 Dec 2022,12,3,https://www.careerjunction.co.za/data-analyst-power-bi-job-2491662.aspx
105,Data Engineer Services,"Pretoria CBD, Gauteng",Contract Senior position,Tipp Focus,Undisclosed,,25 Nov 2022,29 Dec 2022,34,25,https://www.careerjunction.co.za/data-engineer-services-job-2494127.aspx
